Page_Number,ROI,Column,Text_Line,Footnote_Text
1,ROI1,Col1,一支驳壳枪,
1,ROI1,Col1,出版社：上海人民,
1,ROI1,Col1,改编：集体,
1,ROI1,Col1,绘画：戴敦邦,
1,ROI1,Col1,72年6月1版1次60开,
1,ROI1,Col1,印数：未详定价：0.08元,
1,ROI1,Col1,市场交流价：,
1,ROI1,Col1,9品：20元,
1,ROI1,Col1,10品：80元,
1,ROI1,Col2,一张奇怪的药方,
1,ROI1,Col2,出版社：山东人民,
1,ROI1,Col2,改编：刘汉勤,
1,ROI1,Col2,绘画：集体,
1,ROI1,Col2,75年6月1版1次60开,
1,ROI1,Col2,印数：110万定价：0.13元,
1,ROI1,Col2,市场交流价：,
1,ROI1,Col2,9品：10元,
1,ROI1,Col2,10品：20元,
1,ROI1,Col3,一块银元,
1,ROI1,Col3,出版社：人民美术,
1,ROI1,Col3,改编：集体,
1,ROI1,Col3,绘画：集体,
1,ROI1,Col3,72年1月1版1次60开,
1,ROI1,Col3,印数：未详定价：0.11元,
1,ROI1,Col3,市场交流价：,
1,ROI1,Col3,9品：10元,
1,ROI1,Col3,10品：25元,
1,ROI1,Col4,一颗红心献人民,
1,ROI1,Col4,出版社：人民美术,
1,ROI1,Col4,改编：集体,
1,ROI1,Col4,绘画：集体,
1,ROI1,Col4,72年3月1版1次60开,
1,ROI1,Col4,印数：未详定价：0.10元,
1,ROI1,Col4,市场交流价：,
1,ROI1,Col4,9品：25元,
1,ROI1,Col4,10品：60元,
1,ROI2,Col1,一块风化石,
1,ROI2,Col1,出版社：广东人民,
1,ROI2,Col1,改编：集体,
1,ROI2,Col1,绘画：集体,
1,ROI2,Col1,72年5月1版1次60开,
1,ROI2,Col1,印数：未详定价：0.08元,
1,ROI2,Col1,市场交流价：,
1,ROI2,Col1,9品：40元,
1,ROI2,Col1,10品：120元,
1,ROI2,Col2,一匹枣骝马,
1,ROI2,Col2,出版社：陕西人民,
1,ROI2,Col2,改编：柳家新,
1,ROI2,Col2,绘画：关庆留张树文,
1,ROI2,Col2,75年1月1版2次60开,
1,ROI2,Col2,印数：50万定价：0.08元,
1,ROI2,Col2,市场交流价：,
1,ROI2,Col2,9品：15.元,
1,ROI2,Col2,10品：30元,
1,ROI2,Col3,一把火,
1,ROI2,Col3,出版社：辽宁人民美术,
1,ROI2,Col3,改编：嵋石,
1,ROI2,Col3,绘画：王云光,
1,ROI2,Col3,76年2月1版1次64开,
1,ROI2,Col3,印数：30万定价：0.10元,
1,ROI2,Col3,市场交流价：,
1,ROI2,Col3,9品：5元,
1,ROI2,Col3,10品：10元,
1,ROI2,Col4,7,
1,ROI2,Col4,一担水,
1,ROI2,Col4,出版社：人民美术,
1,ROI2,Col4,改编：贾明,
1,ROI2,Col4,绘画：振宇徐希,
1,ROI2,Col4,74年9月1版1次64开,
1,ROI2,Col4,印数：100万定价：0.09元,
1,ROI2,Col4,市场交流价：,
1,ROI2,Col4,9品：8元,
1,ROI2,Col4,10品：15元,
2,ROI1,Col1,一次伏击战,
2,ROI1,Col1,出版社：浙江人民美术,
2,ROI1,Col1,改编：汪涛,
2,ROI1,Col1,绘画：张为民,
2,ROI1,Col1,72年12月1版1次60开,
2,ROI1,Col1,印数：未详定价：0.07元,
2,ROI1,Col1,市场交流价：,
2,ROI1,Col1,9品：10元,
2,ROI1,Col1,10品：25元,
2,ROI1,Col2,“—二五”赞歌(上),
2,ROI1,Col2,出版社：上海人民,
2,ROI1,Col2,改编：集体,
2,ROI1,Col2,绘画：集体,
2,ROI1,Col2,71年12月1版1次60开,
2,ROI1,Col2,印数：未详定价：0.14元,
2,ROI1,Col3,“一二五”赞歌(下),
2,ROI1,Col3,出版社：上海人民,
2,ROI1,Col3,改编：集体,
2,ROI1,Col3,绘画：集体,
2,ROI1,Col3,71年12月1版1次60开,
2,ROI1,Col3,印数：未详定价：0.14元,
2,ROI1,Col3,市场交流价：,
2,ROI1,Col3,9品：200元（全套）,
2,ROI1,Col3,10品：500元,
2,ROI1,Col4,一片丹心为人民,
2,ROI1,Col4,出版社：吉林人民,
2,ROI1,Col4,改编：集体,
2,ROI1,Col4,绘画：集体,
2,ROI1,Col4,71年12月1版1次60开,
2,ROI1,Col4,印数：未详定价：0.14元,
2,ROI1,Col4,市场交流价：,
2,ROI1,Col4,9品：元,
2,ROI1,Col4,10品：元,
2,ROI2,Col1,一张赌据,
2,ROI2,Col1,出版社：河北美术,
2,ROI2,Col1,改编：张丽英等,
2,ROI2,Col1,绘画：吴绍人,
2,ROI2,Col1,83年11月1版1次64开,
2,ROI2,Col1,印数：11万定价：0.14元,
2,ROI2,Col1,市场交流价：,
2,ROI2,Col1,9品：15元,
2,ROI2,Col1,10品：25元,
2,ROI2,Col2,一件怪事,
2,ROI2,Col2,出版社：上海人民美术,
2,ROI2,Col2,改编：王根泉,
2,ROI2,Col2,绘画：汪观清,
2,ROI2,Col2,84年1月2版2次60开,
2,ROI2,Col2,印数：38万定价：0.13元,
2,ROI2,Col2,市场交流价：,
2,ROI2,Col2,9品：25元,
2,ROI2,Col2,10品：40元,
2,ROI2,Col3,少女和一千个追求者,
2,ROI2,Col3,出版社：天津人民美术,
2,ROI2,Col3,改编：裴石,
2,ROI2,Col3,绘画：裴石,
2,ROI2,Col3,85年7月1版1次64开,
2,ROI2,Col3,印数：33.25万定价：0.36元,
2,ROI2,Col3,市场交流价：,
2,ROI2,Col3,9品：5元,
2,ROI2,Col3,10品：15元,
2,ROI2,Col4,一个少女和一千个追求者,
2,ROI2,Col4,出版社：中国连环画,
2,ROI2,Col4,改编：王素一,
2,ROI2,Col4,绘画：侯滨侯伟等,
2,ROI2,Col4,87年12月1版1次64开,
2,ROI2,Col4,印数：5.1万定价：0.65元,
2,ROI2,Col4,市场交流价：,
2,ROI2,Col4,9品：10元,
2,ROI2,Col4,10品：20元,
3,ROI1,Col1,一袋金币,
3,ROI1,Col1,出版社：上海人民美术,
3,ROI1,Col1,改编：王根泉,
3,ROI1,Col1,绘画：殷光宇,
3,ROI1,Col1,79年1月1版1次64开,
3,ROI1,Col1,印数：70万 定价：0.13元,
3,ROI1,Col1,市场交流价：,
3,ROI1,Col1,9品：15元,
3,ROI1,Col1,10品：30元,
3,ROI1,Col2,一夜新娘,
3,ROI1,Col2,出版社：广西人民,
3,ROI1,Col2,改编：韦镭,
3,ROI1,Col2,绘画：梁启德,
3,ROI1,Col2,86年8月1版1次64开,
3,ROI1,Col2,印数：6.15万定价：0.30元,
3,ROI1,Col2,市场交流价：,
3,ROI1,Col2,9品：5元,
3,ROI1,Col2,10品：10元,
3,ROI1,Col3,一代球王,
3,ROI1,Col3,出版社：岭南美术,
3,ROI1,Col3,编文：子君,
3,ROI1,Col3,绘画：赵淑钦,
3,ROI1,Col3,83年8月1版1次64开,
3,ROI1,Col3,印数：10万定价：0.32元,
3,ROI1,Col3,市场交流价：,
3,ROI1,Col3,9品：5元,
3,ROI1,Col3,10品：10元,
3,ROI1,Col4,人变狐狸,
3,ROI1,Col4,出版社：广东人民,
3,ROI1,Col4,改编：吴荆父,
3,ROI1,Col4,绘画：陈文光等,
3,ROI1,Col4,81年12月1版1次64开,
3,ROI1,Col4,印数：68.1万定价：0.22元,
3,ROI1,Col4,市场交流价：,
3,ROI1,Col4,9品：5元,
3,ROI1,Col4,10品：10元,
3,ROI2,Col1,七星剑传奇,
3,ROI2,Col1,出版社：河北美术,
3,ROI2,Col1,改编：菡原,
3,ROI2,Col1,绘画：何国华,
3,ROI2,Col1,85年8月1版1次64开,
3,ROI2,Col1,印数：43.2万定价：0.28元,
3,ROI2,Col1,市场交流价：,
3,ROI2,Col1,9品：3元,
3,ROI2,Col1,10品：8元,
3,ROI2,Col2,七星剑,
3,ROI2,Col2,出版社：贵州人民,
3,ROI2,Col2,改编：唐福春,
3,ROI2,Col2,绘画：肖天智,
3,ROI2,Col2,84年2月1版1次64开,
3,ROI2,Col2,印数：30万定价：0.17元,
3,ROI2,Col2,市场交流价：,
3,ROI2,Col2,9品：4元,
3,ROI2,Col2,10品：10元,
3,ROI2,Col3,八哥媒,
3,ROI2,Col3,出版社：中国民间文艺,
3,ROI2,Col3,编文：杨木,
3,ROI2,Col3,绘画：项维仁,
3,ROI2,Col3,85年6月1版1次64开,
3,ROI2,Col3,印数：未详定价：0.16元,
3,ROI2,Col3,市场交流价：,
3,ROI2,Col3,9品：10元,
3,ROI2,Col3,10品：15元,
3,ROI2,Col4,八百鞭子,
3,ROI2,Col4,出版社：河北美术,
3,ROI2,Col4,改编：吕荫,
3,ROI2,Col4,绘画：苏诗敏,
3,ROI2,Col4,82年5月1版2次64开,
3,ROI2,Col4,印数：63.5万定价：0.09元,
3,ROI2,Col4,市场交流价：,
3,ROI2,Col4,9品：15元,
3,ROI2,Col4,10品：25元,
4,ROI1,Col1,八仙闹海,
4,ROI1,Col1,出版社：岭南美术,
4,ROI1,Col1,改编：李英群,
4,ROI1,Col1,绘画：姚柏肖梅清,
4,ROI1,Col1,83年6月1版2次64开,
4,ROI1,Col1,印数：128.74万定价：0.18元,
4,ROI1,Col1,市场交流价：,
4,ROI1,Col1,9品：15元,
4,ROI1,Col1,10品：30元,
4,ROI1,Col2,十五贯,
4,ROI1,Col2,出版社：上海人民美术,
4,ROI1,Col2,改编：王肇歧,
4,ROI1,Col2,绘画：贺友直,
4,ROI1,Col2,79年2月1版1次64开,
4,ROI1,Col2,印数：70万定价：0.16元,
4,ROI1,Col2,市场交流价：,
4,ROI1,Col2,9品：60元,
4,ROI1,Col2,10品：200元,
4,ROI1,Col3,0,
4,ROI1,Col3,人参姑娘,
4,ROI1,Col3,出版社：人民美术,
4,ROI1,Col3,改编：王兆田,
4,ROI1,Col3,绘画：赵丁,
4,ROI1,Col3,82年4月1版1次64开,
4,ROI1,Col3,印数：9.8万定价：0.12元,
4,ROI1,Col3,市场交流价：,
4,ROI1,Col3,9品：5元,
4,ROI1,Col3,10品：10元,
4,ROI1,Col4,二闯虎头礁,
4,ROI1,Col4,出版社：上海人民,
4,ROI1,Col4,改编：田彩,
4,ROI1,Col4,绘画：罗兴,
4,ROI1,Col4,73年9月1版1次60开,
4,ROI1,Col4,印数：40万定价：0.12元,
4,ROI1,Col4,市场交流价：,
4,ROI1,Col4,9品：20元,
4,ROI1,Col4,10品：50元,
4,ROI2,Col1,力争上游,
4,ROI2,Col1,出版社：上海人民,
4,ROI2,Col1,改编：集体,
4,ROI2,Col1,绘画：集体,
4,ROI2,Col1,73年4月1版1次60开,
4,ROI2,Col1,印数：40万定价：0.11元,
4,ROI2,Col1,市场交流价：,
4,ROI2,Col1,9品：15元,
4,ROI2,Col1,10品：30元,
4,ROI2,Col2,儿童团长,
4,ROI2,Col2,出版社：辽宁人民,
4,ROI2,Col2,改编：杨志远,
4,ROI2,Col2,绘画：翟万英王大鹏,
4,ROI2,Col2,74年5月2版1次64开,
4,ROI2,Col2,印数：未详定价：0.11元,
4,ROI2,Col2,市场交流价：,
4,ROI2,Col2,9品：15元,
4,ROI2,Col2,10品：25元,
4,ROI2,Col3,儿童团长,
4,ROI2,Col3,出版社：辽宁人民,
4,ROI2,Col3,改编：杨志远,
4,ROI2,Col3,绘画：翟万英王大鹏,
4,ROI2,Col3,72年4月1版1次60开,
4,ROI2,Col3,印数：未详定价：0.11元,
4,ROI2,Col3,市场交流价：,
4,ROI2,Col3,9品：25元,
4,ROI2,Col3,10品：80元,
4,ROI2,Col4,八个“红小鬼”,
4,ROI2,Col4,出版社：福建人民,
4,ROI2,Col4,改编：张斌刘国良,
4,ROI2,Col4,绘图：沈在召谢平,
4,ROI2,Col4,73年12月1版1次60开,
4,ROI2,Col4,印数：50万定价：0.07元,
4,ROI2,Col4,市场交流价：,
4,ROI2,Col4,9品：15元,
4,ROI2,Col4,10品：25元,
5,ROI1,Col1,九号公路大捷,
5,ROI1,Col1,出版社：上海人民,
5,ROI1,Col1,改编：集体,
5,ROI1,Col1,绘画：集体,
5,ROI1,Col1,71年9月1版1次60开,
5,ROI1,Col1,印数：未详定价：0.09元,
5,ROI1,Col1,市场交流价：,
5,ROI1,Col1,9品：25元,
5,ROI1,Col1,10品：45元,
5,ROI1,Col2,十九粮店,
5,ROI1,Col2,出版社：陕西人民,
5,ROI1,Col2,改编：集体,
5,ROI1,Col2,绘画：集体,
5,ROI1,Col2,71年6月1版1次60开,
5,ROI1,Col2,印数：未详定价：0.13元,
5,ROI1,Col2,市场交流价：,
5,ROI1,Col2,9品：60元,
5,ROI1,Col2,10品：150元,
5,ROI1,Col3,丁寨“铁西瓜”,
5,ROI1,Col3,出版社：山东人民,
5,ROI1,Col3,改编：集体,
5,ROI1,Col3,绘画：集体,
5,ROI1,Col3,73年7月1版2次60开,
5,ROI1,Col3,印数：145万定价：0.11元,
5,ROI1,Col3,市场交流价：,
5,ROI1,Col3,9品：10元,
5,ROI1,Col3,10品：25元,
5,ROI1,Col4,八一风暴,
5,ROI1,Col4,出版社：江苏人民,
5,ROI1,Col4,改编：华士明,
5,ROI1,Col4,绘画：王勉、顾曾平,
5,ROI1,Col4,78年3月1版1次64开,
5,ROI1,Col4,印数：未详定价：0.16元,
5,ROI1,Col4,市场交流价：,
5,ROI1,Col4,9品：20元,
5,ROI1,Col4,10品：35元,
5,ROI2,Col1,七月槐花香,
5,ROI2,Col1,出版社：江苏人民,
5,ROI2,Col1,改编：南箴,
5,ROI2,Col1,绘画：丁世昌金建华,
5,ROI2,Col1,74年5月1版1次64开,
5,ROI2,Col1,印数：40万定价：0.12元,
5,ROI2,Col1,市场交流价：,
5,ROI2,Col1,9品：5元,
5,ROI2,Col1,10品：8元,
5,ROI2,Col2,十二品正官,
5,ROI2,Col2,出版社：江苏人民,
5,ROI2,Col2,改编：华士明,
5,ROI2,Col2,绘画：胡博综,
5,ROI2,Col2,80年9月1版1次64开,
5,ROI2,Col2,印数：4.052万定价：0.09元,
5,ROI2,Col2,市场交流价：,
5,ROI2,Col2,9品：10元,
5,ROI2,Col2,10品：25元,
5,ROI2,Col3,七进阿佤山,
5,ROI2,Col3,出版社：四川人民,
5,ROI2,Col3,改编：刘治贵,
5,ROI2,Col3,绘画：徐恒瑜 吴寿石,
5,ROI2,Col3,83年1月1版1次64开,
5,ROI2,Col3,印数：19.8万定价：0.18元,
5,ROI2,Col3,市场交流价：,
5,ROI2,Col3,9品：80元,
5,ROI2,Col3,10品：150元,
5,ROI2,Col4,人民列车,
5,ROI2,Col4,出版社：天津人民美术,
5,ROI2,Col4,编文：集体,
5,ROI2,Col4,绘画：集体,
5,ROI2,Col4,73年9月1版2次64开,
5,ROI2,Col4,印数：未详定价：0.15元,
5,ROI2,Col4,市场交流价：,
5,ROI2,Col4,9品：6元,
5,ROI2,Col4,10品：12元,
6,ROI1,Col1,人生,
6,ROI1,Col1,出版社：陕西人民美术,
6,ROI1,Col1,改编：马慧,
6,ROI1,Col1,绘画：高廷智张省莉,
6,ROI1,Col1,84年12月1版1次64开,
6,ROI1,Col1,印数：22.57万定价：0.19元,
6,ROI1,Col1,市场交流价：,
6,ROI1,Col1,9品：15元,
6,ROI1,Col1,10品：25元,
6,ROI1,Col2,人生,
6,ROI1,Col2,出版社：天津人民美术,
6,ROI1,Col2,改编：张钟龄,
6,ROI1,Col2,绘画：颜宝臻,
6,ROI1,Col2,83年12月1版1次64开,
6,ROI1,Col2,印数：17.6万定价：0.13元,
6,ROI1,Col2,市场交流价：,
6,ROI1,Col2,9品：15元,
6,ROI1,Col2,10品：30元,
6,ROI1,Col3,二月风暴,
6,ROI1,Col3,出版社：黑龙江人民,
6,ROI1,Col3,改编：雁羽,
6,ROI1,Col3,绘画：王纯信王聪,
6,ROI1,Col3,78年9月1版1次64开,
6,ROI1,Col3,印数：21万定价：0.09元,
6,ROI1,Col3,市场交流价：,
6,ROI1,Col3,9品：8元,
6,ROI1,Col3,10品：15元,
6,ROI1,Col4,二泉映月,
6,ROI1,Col4,出版社：上海人民美术,
6,ROI1,Col4,改编：吴炳伟等,
6,ROI1,Col4,绘画：毛震耀,
6,ROI1,Col4,80年12月1版1次64开,
6,ROI1,Col4,印数：70万定价：0.13元,
6,ROI1,Col4,市场交流价：,
6,ROI1,Col4,9品：8元,
6,ROI1,Col4,10品：15元,
6,ROI2,Col1,十字军骑士(上),
6,ROI2,Col1,出版社：浙江人民美术,
6,ROI2,Col1,改编：王素一等,
6,ROI2,Col1,绘画：梁平波,
6,ROI2,Col1,82年10月1版1次64开,
6,ROI2,Col1,印数：50万定价：0.19元,
6,ROI2,Col1,市场交流价：,
6,ROI2,Col1,9品：15元,
6,ROI2,Col1,10品：25元,
6,ROI2,Col2,十字军骑士(下),
6,ROI2,Col2,出版社：浙江人民美术,
6,ROI2,Col2,改编：王素一等,
6,ROI2,Col2,绘画：梁平波,
6,ROI2,Col2,83年1月1版1次64开,
6,ROI2,Col2,印数：50万定价：0.19元,
6,ROI2,Col2,市场交流价：,
6,ROI2,Col2,9品：20元,
6,ROI2,Col2,10品：30元,
6,ROI2,Col3,十字军的覆灭(上),
6,ROI2,Col3,出版社：岭南美术,
6,ROI2,Col3,改编：黎服兵,
6,ROI2,Col3,绘画：黄云松张昌询,
6,ROI2,Col3,84年4月1版1次64开,
6,ROI2,Col3,印数：56.47万定价：0.31元,
6,ROI2,Col3,市场交流价：,
6,ROI2,Col3,9品：8元,
6,ROI2,Col3,10品：12元,
6,ROI2,Col4,十字军的覆灭(下),
6,ROI2,Col4,出版社：岭南美术,
6,ROI2,Col4,改编：黎服兵,
6,ROI2,Col4,绘画：黄云松张昌询,
6,ROI2,Col4,84年4月1版1次64开,
6,ROI2,Col4,印数：56.47万定价：0.28元,
6,ROI2,Col4,市场交流价：,
6,ROI2,Col4,9品：8元,
6,ROI2,Col4,10品：12元,
7,ROI1,Col1,80天环游地球,
7,ROI1,Col1,出版社：浙江人民美术,
7,ROI1,Col1,改编：韩幼文,
7,ROI1,Col1,绘画：黄云松张昌询,
7,ROI1,Col1,84年5月1版1次64开,
7,ROI1,Col1,印数：17万定价：0.19元,
7,ROI1,Col1,市场交流价：,
7,ROI1,Col1,9品：20元,
7,ROI1,Col1,10品：40元,
7,ROI1,Col2,八十天环游地球,
7,ROI1,Col2,出版社：岭南美术,
7,ROI1,Col2,改编：方兰,
7,ROI1,Col2,绘画：时圣时雍,
7,ROI1,Col2,84年8月1版1次64开,
7,ROI1,Col2,印数：13.06万定价：0.35元,
7,ROI1,Col2,市场交流价：,
7,ROI1,Col2,9品：8元,
7,ROI1,Col2,10品：15元,
7,ROI1,Col3,八十天环游地球,
7,ROI1,Col3,出版社：中州书画,
7,ROI1,Col3,改编：王松生等,
7,ROI1,Col3,绘画：李锛,
7,ROI1,Col3,82年3月1版1次64开,
7,ROI1,Col3,印数：35.5万定价：0.17元,
7,ROI1,Col3,市场交流价：,
7,ROI1,Col3,9品：10元,
7,ROI1,Col3,10品：20元,
7,ROI1,Col4,八十天环游地球,
7,ROI1,Col4,出版社：少年儿童,
7,ROI1,Col4,改编：王亚法,
7,ROI1,Col4,绘画：华其敏,
7,ROI1,Col4,83年4月1版1次64开,
7,ROI1,Col4,印数：23万定价：0.17元,
7,ROI1,Col4,市场交流价：,
7,ROI1,Col4,9品：8元,
7,ROI1,Col4,10品：12元,
7,ROI2,Col1,八十天环游地球,
7,ROI2,Col1,出版社：湖南少年儿童,
7,ROI2,Col1,改编：杨敬东,
7,ROI2,Col1,绘画：俞晓夫,
7,ROI2,Col1,82年12月1版1次64开,
7,ROI2,Col1,印数：未详定价：0.17元,
7,ROI2,Col1,市场交流价：,
7,ROI2,Col1,9品：15元,
7,ROI2,Col1,10品：35元,
7,ROI2,Col2,二渔夫,
7,ROI2,Col2,出版社：上海人民美术,
7,ROI2,Col2,改编：甘礼乐,
7,ROI2,Col2,绘画：韩和平,
7,ROI2,Col2,79年2月1版2次64开,
7,ROI2,Col2,印数：53万定价：0.08元,
7,ROI2,Col2,市场交流价：,
7,ROI2,Col2,9品：20元,
7,ROI2,Col2,10品：50元,
7,ROI2,Col3,人鸟之战,
7,ROI2,Col3,出版社：广西人民,
7,ROI2,Col3,改编：陈建,
7,ROI2,Col3,绘画：林滨帆,
7,ROI2,Col3,85年3月1版1次64开,
7,ROI2,Col3,印数：27.92万定价：0.16元,
7,ROI2,Col3,市场交流价：,
7,ROI2,Col3,9品：6元,
7,ROI2,Col3,10品：12元,
7,ROI2,Col4,人与狼,
7,ROI2,Col4,出版社：上海人民美术,
7,ROI2,Col4,改编：陈国英,
7,ROI2,Col4,绘画：成立,
7,ROI2,Col4,85年7月1版1次64开,
7,ROI2,Col4,印数：15.3万定价：0.30元,
7,ROI2,Col4,市场交流价：,
7,ROI2,Col4,9品：8元,
7,ROI2,Col4,10品：15元,
7,FOOTNOTE,,,3
8,ROI1,Col1,十五岁船长迪克·桑,
8,ROI1,Col1,出版社：湖南少年儿童,
8,ROI1,Col1,改编：实子,
8,ROI1,Col1,绘画：雨立、肖田,
8,ROI1,Col1,83年6月1版1次64开,
8,ROI1,Col1,印数：10.1万定价：0.17元,
8,ROI1,Col1,市场交流价：,
8,ROI1,Col1,9品：8元,
8,ROI1,Col1,10品：15元,
8,ROI1,Col2,十二把椅子,
8,ROI1,Col2,出版社：上海人民美术,
8,ROI1,Col2,改编：许治芳,
8,ROI1,Col2,绘画：汪观清,
8,ROI1,Col2,83年11月2版5次60开,
8,ROI1,Col2,印数：36.8万定价：0.21元,
8,ROI1,Col2,市场交流价：,
8,ROI1,Col2,9品：30元,
8,ROI1,Col2,10品：80元,
8,ROI1,Col3,女娲,
8,ROI1,Col3,出版社：天津人民美术,
8,ROI1,Col3,改编：肖甘牛,
8,ROI1,Col3,绘画：孙为民聂 鸥,
8,ROI1,Col3,82年11月1版1次64开,
8,ROI1,Col3,印数：43.1万定价：0.11元,
8,ROI1,Col3,市场交流价：,
8,ROI1,Col3,9品：15元,
8,ROI1,Col3,10品：25元,
8,ROI1,Col4,三国故事(上下),
8,ROI1,Col4,出版社：人民美术,
8,ROI1,Col4,改编：白宇,
8,ROI1,Col4,绘画：戴敦邦严启生等,
8,ROI1,Col4,80年1月1版1次60开,
8,ROI1,Col4,印数：150万定价：0.23元,
8,ROI1,Col4,市场交流价：,
8,ROI1,Col4,9品：45元（全套）,
8,ROI1,Col4,10品：90元,
8,ROI2,Col1,三探圆明园,
8,ROI2,Col1,出版社：福建美术,
8,ROI2,Col1,改编：谭元杰,
8,ROI2,Col1,绘画：谭元杰,
8,ROI2,Col1,85年10月1版1次64开,
8,ROI2,Col1,印数：13.4万 定价：0.31元,
8,ROI2,Col1,市场交流价：,
8,ROI2,Col1,9品：5元,
8,ROI2,Col1,10品：10元,
8,ROI2,Col2,三斧头程咬金,
8,ROI2,Col2,出版社：少年儿童,
8,ROI2,Col2,改编：苏馨,
8,ROI2,Col2,绘画：施大畏,
8,ROI2,Col2,82年8月1版1次64开,
8,ROI2,Col2,印数：81万定价：0.15元,
8,ROI2,Col2,市场交流价：,
8,ROI2,Col2,9品：5元,
8,ROI2,Col2,10品：10元,
8,ROI2,Col3,三滴血,
8,ROI2,Col3,出版社：中卅书画,
8,ROI2,Col3,改编：孙长江,
8,ROI2,Col3,绘画：马国强,
8,ROI2,Col3,82年6月1版1次64开,
8,ROI2,Col3,印数：6.3万定价：0.14元,
8,ROI2,Col3,市场交流价：,
8,ROI2,Col3,9品：5元,
8,ROI2,Col3,10品：8元,
8,ROI2,Col4,三打祝家庄,
8,ROI2,Col4,出版社：黑龙江人民,
8,ROI2,Col4,改编：高铁林等,
8,ROI2,Col4,绘画：阴衍江,
8,ROI2,Col4,79年7月1版1次64开,
8,ROI2,Col4,印数：30万定价：0.17元,
8,ROI2,Col4,市场交流价：,
8,ROI2,Col4,9品：8元,
8,ROI2,Col4,10品：15元,
9,ROI1,Col1,千里送京娘,
9,ROI1,Col1,出版社：上海人民美术,
9,ROI1,Col1,改编：刘抒,
9,ROI1,Col1,绘画：叶毓中,
9,ROI1,Col1,83年3月1版1次64开,
9,ROI1,Col1,印数：22万定价：0.13元,
9,ROI1,Col1,市场交流价：,
9,ROI1,Col1,9品：25元,
9,ROI1,Col1,10品：50元,
9,ROI1,Col2,千里送京娘,
9,ROI1,Col2,出版社：福建人民,
9,ROI1,Col2,改编：施友义,
9,ROI1,Col2,绘画：施友义,
9,ROI1,Col2,82年3月1版1次64开,
9,ROI1,Col2,印数：69万定价：0.17元,
9,ROI1,Col2,市场交流价：,
9,ROI1,Col2,9品：8元,
9,ROI1,Col2,10品：20元,
9,ROI1,Col3,千里送京娘,
9,ROI1,Col3,出版社：宁夏人民,
9,ROI1,Col3,改编：严丹,
9,ROI1,Col3,绘画：秋枫,
9,ROI1,Col3,82年10月1版1次64开,
9,ROI1,Col3,印数：17.6万定价：0.15元,
9,ROI1,Col3,市场交流价：,
9,ROI1,Col3,9品：10元,
9,ROI1,Col3,10品：20元,
9,ROI1,Col4,女娲神和聚宝盆,
9,ROI1,Col4,出版社：河北美术,
9,ROI1,Col4,改编：李亮,
9,ROI1,Col4,绘画：张增木,
9,ROI1,Col4,85年6月1版1次64开,
9,ROI1,Col4,印数：23.7万定价：0.19元,
9,ROI1,Col4,市场交流价：,
9,ROI1,Col4,9品：5元,
9,ROI1,Col4,10品：8元,
9,ROI2,Col1,马二先生,
9,ROI2,Col1,出版社：岭南美术,
9,ROI2,Col1,改编：文政,
9,ROI2,Col1,绘画：彭石根,
9,ROI2,Col1,83年5月1版1次64开,
9,ROI2,Col1,印数：19.56万定价：0.13元,
9,ROI2,Col1,市场交流价：,
9,ROI2,Col1,9品：3元,
9,ROI2,Col1,10品：6元,
9,ROI2,Col2,马二先生,
9,ROI2,Col2,出版社：上海人民美术,
9,ROI2,Col2,改编：丁国联,
9,ROI2,Col2,绘画：陈国强,
9,ROI2,Col2,85年4月1版1次64开,
9,ROI2,Col2,印数：9.3万定价：0.22元,
9,ROI2,Col2,市场交流价：,
9,ROI2,Col2,9品：10元,
9,ROI2,Col2,10品：15元,
9,ROI2,Col3,大禹治水,
9,ROI2,Col3,出版社：人民美术,
9,ROI2,Col3,改编：杨新,
9,ROI2,Col3,绘画：高适,
9,ROI2,Col3,79年11月1版1次64开,
9,ROI2,Col3,印数：164万定价：0.11元,
9,ROI2,Col3,市场交流价：,
9,ROI2,Col3,9品：5元,
9,ROI2,Col3,10品：12元,
9,ROI2,Col4,大泽烈火,
9,ROI2,Col4,出版社：上海人民,
9,ROI2,Col4,改编：上海师范大学中文系,
9,ROI2,Col4,绘画：戴敦邦,
9,ROI2,Col4,77年7月1版1次64开,
9,ROI2,Col4,印数：未详定价：0.13元,
9,ROI2,Col4,市场交流价：,
9,ROI2,Col4,9品：20元,
9,ROI2,Col4,10品：40元,
10,ROI1,Col1,小兵张嘎,
10,ROI1,Col1,出版社：上海人民,
10,ROI1,Col1,改编：集体,
10,ROI1,Col1,绘画：张品操,
10,ROI1,Col1,73年1月新1版5次60开,
10,ROI1,Col1,印数：381万定价：0.17元,
10,ROI1,Col1,市场交流价：,
10,ROI1,Col1,9品：80元,
10,ROI1,Col1,10品：250元,
10,ROI1,Col2,小兵张嘎,
10,ROI1,Col2,出版社：江苏美术,
10,ROI1,Col2,改编：集体,
10,ROI1,Col2,绘画：尚国扬等,
10,ROI1,Col2,90年4月1版1次64开,
10,ROI1,Col2,印数：4.45万定价：0.60元,
10,ROI1,Col2,市场交流价：,
10,ROI1,Col2,9品：15元,
10,ROI1,Col2,10品：30元,
10,ROI1,Col3,小茂青擒敌,
10,ROI1,Col3,出版社：北京人民,
10,ROI1,Col3,改编：集体,
10,ROI1,Col3,绘画：集体,
10,ROI1,Col3,74年2月1版1次60开,
10,ROI1,Col3,印数：未详定价：0.13元,
10,ROI1,Col3,市场交流价：,
