Page_Number,ROI,Column,Text_Line,Footnote_Text
172,ROI1,Col3,印数：未详定价：0.09元,
172,ROI1,Col3,市场交流价：,
172,ROI1,Col3,9品：15元,
172,ROI1,Col3,10品：40元,
172,ROI1,Col4,斯库台三英雄,
172,ROI1,Col4,出版社：广东人民,
172,ROI1,Col4,改编：集体,
172,ROI1,Col4,绘画：叶家斌,
172,ROI1,Col4,73年8月1版1次60开,
172,ROI1,Col4,印数：40万定价：0.07元,
172,ROI1,Col4,市场交流价：,
172,ROI1,Col4,9品：10元,
172,ROI1,Col4,10品：20元,
172,ROI2,Col1,0,
172,ROI2,Col1,商鞅变法,
172,ROI2,Col1,出版社：上海人民,
172,ROI2,Col1,改编：佩君,
172,ROI2,Col1,绘画：赵宏本,
172,ROI2,Col1,76年3月1版1次64开,
172,ROI2,Col1,印数：未详定价：0.09元,
172,ROI2,Col1,市场交流价：,
172,ROI2,Col1,9品：25元,
172,ROI2,Col1,10品：50元,
172,ROI2,Col2,淀上飞兵,
172,ROI2,Col2,出版社：上海人民,
172,ROI2,Col2,改编：费敏璋,
172,ROI2,Col2,绘画：韩和平,
172,ROI2,Col2,75年8月1版1次64开,
172,ROI2,Col2,印数：未详定价：0.11元,
172,ROI2,Col2,市场交流价：,
172,ROI2,Col2,9品：15元,
172,ROI2,Col2,10品：30元,
172,ROI2,Col3,6,
172,ROI2,Col3,船舱秘密,
172,ROI2,Col3,出版社：浙江人民,
172,ROI2,Col3,改编：郑朝,
172,ROI2,Col3,绘画：魏德俊李忠民,
172,ROI2,Col3,76年4月1版1次60开,
172,ROI2,Col3,印数：未详定价：0.08元,
172,ROI2,Col3,市场交流价：,
172,ROI2,Col3,9品：8元,
172,ROI2,Col3,10品：15元,
172,ROI2,Col4,密码的故事,
172,ROI2,Col4,出版社：浙江人民,
172,ROI2,Col4,改编：徐达,
172,ROI2,Col4,绘画：徐达,
172,ROI2,Col4,74年1月1版1次60开,
172,ROI2,Col4,印数：100万定价：0.08元,
172,ROI2,Col4,市场交流价：,
172,ROI2,Col4,9品：8元,
172,ROI2,Col4,10品：15元,
173,ROI1,Col1,黄河滩上血泪仇,
173,ROI1,Col1,出版社：河南人民,
173,ROI1,Col1,编文：集体,
173,ROI1,Col1,绘画：集体,
173,ROI1,Col1,72年5月2版1次60开,
173,ROI1,Col1,印数：未详定价：0.16元,
173,ROI1,Col1,市场交流价：,
173,ROI1,Col1,9品：30元,
173,ROI1,Col1,10品：80元,
173,ROI1,Col2,深山歼敌(上下）,
173,ROI1,Col2,出版社：湖北人民,
173,ROI1,Col2,改编：集体,
173,ROI1,Col2,绘画：集体,
173,ROI1,Col2,73年9月1版1次60开,
173,ROI1,Col2,印数：115万定价：0.26元,
173,ROI1,Col2,市场交流价：,
173,ROI1,Col2,9品：60元（全套）,
173,ROI1,Col2,10品：120元,
173,ROI1,Col3,深厚的友谊,
173,ROI1,Col3,出版社：上海人民,
173,ROI1,Col3,编文：集体,
173,ROI1,Col3,绘画：杨英镖,
173,ROI1,Col3,72年10月2版1次60开,
173,ROI1,Col3,印数：100万 定价：0.10元,
173,ROI1,Col3,市场交流价：,
173,ROI1,Col3,9品：25元,
173,ROI1,Col3,10品：70元,
173,ROI1,Col4,深山擒敌,
173,ROI1,Col4,出版社：福建人民,
173,ROI1,Col4,编文：黄铁强,
173,ROI1,Col4,绘画：刘昌华黄铁强,
173,ROI1,Col4,75年4月1版1次60开,
173,ROI1,Col4,印数：未详定价：0.13元,
173,ROI1,Col4,市场交流价：,
173,ROI1,Col4,9品：15元,
173,ROI1,Col4,10品：25元,
173,ROI2,Col1,深山打虎,
173,ROI2,Col1,出版社：福建人民,
173,ROI2,Col1,编文：集体,
173,ROI2,Col1,绘画：集体,
173,ROI2,Col1,73年2月1版1次60开,
173,ROI2,Col1,印数：25万定价：0.09元,
173,ROI2,Col1,市场交流价：,
173,ROI2,Col1,9品：15元,
173,ROI2,Col1,10品：30元,
173,ROI2,Col2,深山猎狐,
173,ROI2,Col2,出版社：上海人民,
173,ROI2,Col2,改编：陈关龙,
173,ROI2,Col2,绘画：汪绚秋,
173,ROI2,Col2,76年3月1版1次64开,
173,ROI2,Col2,印数：未详定价：0.08元,
173,ROI2,Col2,市场交流价：,
173,ROI2,Col2,9品：10元,
173,ROI2,Col2,10品：20元,
173,ROI2,Col3,B 盘查哨,
173,ROI2,Col3,出版社：浙江人民,
173,ROI2,Col3,改编：曾成金,
173,ROI2,Col3,绘画：曾成金,
173,ROI2,Col3,73年11月1版1次60开,
173,ROI2,Col3,印数：40万定价：0.07元,
173,ROI2,Col3,市场交流价：,
173,ROI2,Col3,9品：8元,
173,ROI2,Col3,10品：20元,
173,ROI2,Col4,G,
173,ROI2,Col4,骑白骏马的人,
173,ROI2,Col4,出版社：上海人民,
173,ROI2,Col4,改编：石凯,
173,ROI2,Col4,绘画：罗兴,
173,ROI2,Col4,73年1月1版1次60开,
173,ROI2,Col4,印数：50万定价：0.10元,
173,ROI2,Col4,市场交流价：,
173,ROI2,Col4,9品：25元,
173,ROI2,Col4,10品：80元,
174,ROI1,Col1,银球传友谊,
174,ROI1,Col1,出版社：上海人民,
174,ROI1,Col1,编文：潘国祥,
174,ROI1,Col1,绘画：孙愚,
174,ROI1,Col1,74年2月1版1次60开,
174,ROI1,Col1,印数：60万定价：0.06元,
174,ROI1,Col1,市场交流价：,
174,ROI1,Col1,9品：20元,
174,ROI1,Col1,10品：40元,
174,ROI1,Col2,盛林法,
174,ROI1,Col2,出版社：上海市出版革命组,
174,ROI1,Col2,改编：集体,
174,ROI1,Col2,绘画：集体,
174,ROI1,Col2,70年9月1版1次60开,
174,ROI1,Col2,印数：未详定价：0.07元,
174,ROI1,Col2,市场交流价：,
174,ROI1,Col2,9品：50元,
174,ROI1,Col2,10品：150元,
174,ROI1,Col3,龚二,
174,ROI1,Col3,出版社：江苏人民,
174,ROI1,Col3,改编：集体,
174,ROI1,Col3,绘画：集体,
174,ROI1,Col3,72年5月1版1次60开,
174,ROI1,Col3,印数：未详定价：0.08元,
174,ROI1,Col3,市场交流价：,
174,ROI1,Col3,9品：60元,
174,ROI1,Col3,10品：150元,
174,ROI1,Col4,黄明道,
174,ROI1,Col4,出版社：广东人民,
174,ROI1,Col4,改编：集体,
174,ROI1,Col4,绘画：集体,
174,ROI1,Col4,72年8月1版1次60开,
174,ROI1,Col4,印数：未详定价：0.09元,
174,ROI1,Col4,市场交流价：,
174,ROI1,Col4,9品：80元,
174,ROI1,Col4,10品：150元,
174,ROI2,Col1,做工农业大发展的促进派,
174,ROI2,Col1,出版社：吉林人民,
174,ROI2,Col1,编文：集体,
174,ROI2,Col1,绘画：集体,
174,ROI2,Col1,71年2月1版1次60开,
174,ROI2,Col1,印数：未详定价：0.13元,
174,ROI2,Col1,市场交流价：,
174,ROI2,Col1,9品：150元,
174,ROI2,Col1,10品：400元,
174,ROI2,Col2,野心家吕后,
174,ROI2,Col2,出版社：人民美术,
174,ROI2,Col2,编者：任梅,
174,ROI2,Col2,绘画：任率英于学俭等,
174,ROI2,Col2,77年4月1版1次60开,
174,ROI2,Col2,印数：100万 定价：0.05元,
174,ROI2,Col2,市场交流价：,
174,ROI2,Col2,9品：50元,
174,ROI2,Col2,10品：120元,
174,ROI2,Col3,淮海大战(上下),
174,ROI2,Col3,出版社：安徽美术,
174,ROI2,Col3,改编：沙铁军,
174,ROI2,Col3,绘画：王其钧高洪啸,
174,ROI2,Col3,85年2月1版1次64开,
174,ROI2,Col3,印数：未详定价：0.62元,
174,ROI2,Col3,市场交流价：,
174,ROI2,Col3,9品：30元（全套）,
174,ROI2,Col3,10品：50元,
174,ROI2,Col4,烽火孤儿（上下),
174,ROI2,Col4,出版社：黑龙江美术,
174,ROI2,Col4,改编：杨野,
174,ROI2,Col4,绘画：李俊生等,
174,ROI2,Col4,85年5月1版1次64开,
174,ROI2,Col4,印数：16.73万定价：0.72元,
174,ROI2,Col4,市场交流价：,
174,ROI2,Col4,9品：10元（全套）,
174,ROI2,Col4,10品：15元,
175,ROI1,Col1,第二次握手,
175,ROI1,Col1,出版社：陕西人民美术,
175,ROI1,Col1,改编：赵剑,
175,ROI1,Col1,绘画：关庆留,
175,ROI1,Col1,80年6月1版1次64开,
175,ROI1,Col1,印数：24.5万定价：0.21元,
175,ROI1,Col1,市场交流价：,
175,ROI1,Col1,9品：30元,
175,ROI1,Col1,10品：60元,
175,ROI1,Col2,第二次握手（上下),
175,ROI1,Col2,出版社：湖南美术,
175,ROI1,Col2,改编：丁楠,
175,ROI1,Col2,绘画：贺安成冯椒生,
175,ROI1,Col2,81年9月1版1次64开,
175,ROI1,Col2,印数：20万定价：0.25元,
175,ROI1,Col2,市场交流价：,
175,ROI1,Col2,9品：40元（全套）,
175,ROI1,Col2,10品：70元,
175,ROI1,Col3,第二次握手,
175,ROI1,Col3,出版社：辽宁美术,
175,ROI1,Col3,改编：高援,
175,ROI1,Col3,绘画：景启民,
175,ROI1,Col3,81年6月1版1次64开,
175,ROI1,Col3,印数：40万定价：0.17元,
175,ROI1,Col3,市场交流价：,
175,ROI1,Col3,9品：25元,
175,ROI1,Col3,10品：50元,
175,ROI1,Col4,第二次握手,
175,ROI1,Col4,出版社：天津人民美术,
175,ROI1,Col4,改编：广夏谕李硕儒,
175,ROI1,Col4,绘画：沈尧伊,
175,ROI1,Col4,80年9月1版1次64开,
175,ROI1,Col4,印数：5万定价：0.18元,
175,ROI1,Col4,市场交流价：,
175,ROI1,Col4,9品：45元,
175,ROI1,Col4,10品：100元,
175,ROI2,Col1,第二次握手,
175,ROI2,Col1,出版社：上海人民美术,
175,ROI2,Col1,改编：罗杰锋,
175,ROI2,Col1,绘画：孙愚范生福,
175,ROI2,Col1,79年12月1版1次64开,
175,ROI2,Col1,印数：100万定价：0.17元,
175,ROI2,Col1,市场交流价：,
175,ROI2,Col1,9品：15元,
175,ROI2,Col1,10品：30元,
175,ROI2,Col2,第二次握手,
175,ROI2,Col2,出版社：黑龙江人民,
175,ROI2,Col2,改编：楠林。,
175,ROI2,Col2,绘画：陈宜明等,
175,ROI2,Col2,81年12月1版1次40开,
175,ROI2,Col2,印数：9.35万定价：0.35元,
175,ROI2,Col2,市场交流价：,
175,ROI2,Col2,9品：60元,
175,ROI2,Col2,10品：90元,
175,ROI2,Col3,接班,
175,ROI2,Col3,出版社：上海人民,
175,ROI2,Col3,改编：程斌,
175,ROI2,Col3,绘画：杨道彪,
175,ROI2,Col3,77年11月1版1次64开,
175,ROI2,Col3,印数：未详定价：0.09元,
175,ROI2,Col3,市场交流价：,
175,ROI2,Col3,9品：8元,
175,ROI2,Col3,10品：15元,
175,ROI2,Col4,接电台,
175,ROI2,Col4,出版社：黑龙江人民,
175,ROI2,Col4,改编：集体,
175,ROI2,Col4,绘画：吕敬人,
175,ROI2,Col4,77年11月1版1次64开,
175,ROI2,Col4,印数：20万定价：0.07元,
175,ROI2,Col4,市场交流价：,
175,ROI2,Col4,9品：5元,
175,ROI2,Col4,10品：10元,
176,ROI1,Col1,检察官,
176,ROI1,Col1,出版社：上海人民美术,
176,ROI1,Col1,改编：彭瑞高,
176,ROI1,Col1,绘画：汪观清,
176,ROI1,Col1,82年6月1版1次64开,
176,ROI1,Col1,印数：70万定价：0.17元,
176,ROI1,Col1,市场交流价：,
176,ROI1,Col1,9品：10元,
176,ROI1,Col1,10品：20元,
176,ROI1,Col2,检察官,
176,ROI1,Col2,出版社：河北美术,
176,ROI1,Col2,改编：王良莹,
176,ROI1,Col2,绘画：石恒谟,
176,ROI1,Col2,84年5月1版1次64开,
176,ROI1,Col2,印数：29.9万定价：0.14元,
176,ROI1,Col2,市场交流价：,
176,ROI1,Col2,9品：5元,
176,ROI1,Col2,10品：10元,
176,ROI1,Col3,密林擒敌,
176,ROI1,Col3,出版社：上海人民美术,
176,ROI1,Col3,改编：钱志清,
176,ROI1,Col3,绘画：施大畏,
176,ROI1,Col3,82年10月1版1次64开,
176,ROI1,Col3,印数：50万定价：0.24元,
176,ROI1,Col3,市场交流价：,
176,ROI1,Col3,9品：15元,
176,ROI1,Col3,10品：25元,
176,ROI1,Col4,密林深处的枪声,
176,ROI1,Col4,出版社：内蒙古人民,
176,ROI1,Col4,编文：白杉,
176,ROI1,Col4,绘画：张树奇张国祥,
176,ROI1,Col4,84年2月1版1次64开,
176,ROI1,Col4,印数：41万定价：0.14元,
176,ROI1,Col4,市场交流价：,
176,ROI1,Col4,9品：3元,
176,ROI1,Col4,10品：6元,
176,ROI2,Col1,梨树沟大捷,
176,ROI2,Col1,出版社：辽宁美术,
176,ROI2,Col1,编文：王朝玉杨志远,
176,ROI2,Col1,绘画：张洪飞,
176,ROI2,Col1,79年5月1版1次64开,
176,ROI2,Col1,印数：50.06万定价：0.12元,
176,ROI2,Col1,市场交流价：,
176,ROI2,Col1,9品：5元,
176,ROI2,Col1,10品：10元,
176,ROI2,Col2,梨花湾,
176,ROI2,Col2,出版社：天津人民美术,
176,ROI2,Col2,编文：张荣春,
176,ROI2,Col2,绘画：杨淑涛,
176,ROI2,Col2,77年4月1版1次64开,
176,ROI2,Col2,印数：未详定价：0.08元,
176,ROI2,Col2,市场交流价：,
176,ROI2,Col2,9品：8元,
176,ROI2,Col2,10品：15元,
176,ROI2,Col3,黄桥决战,
176,ROI2,Col3,出版社：山东美术,
176,ROI2,Col3,改编：张振和,
176,ROI2,Col3,绘画：许震凯,
176,ROI2,Col3,85年4月1版1次64开,
176,ROI2,Col3,印数：25.28万定价：0.38元,
176,ROI2,Col3,市场交流价：,
176,ROI2,Col3,9品：5元,
176,ROI2,Col3,10品：8元,
176,ROI2,Col4,黄水大队,
176,ROI2,Col4,出版社：河南人民,
176,ROI2,Col4,改编：贾品,
176,ROI2,Col4,绘画：王宏剑,
176,ROI2,Col4,84年7月1版1次64开,
176,ROI2,Col4,印数：17.6万定价：0.30元,
176,ROI2,Col4,市场交流价：,
176,ROI2,Col4,9品：10元,
176,ROI2,Col4,10品：20元,
177,ROI1,Col1,雪原前哨,
177,ROI1,Col1,出版社：人民美术,
177,ROI1,Col1,改编：王钊,
177,ROI1,Col1,绘画：关庆留,
177,ROI1,Col1,77年5月1版1次64开,
177,ROI1,Col1,印数：100万定价：0.10元,
177,ROI1,Col1,市场交流价：,
177,ROI1,Col1,9品：15元,
177,ROI1,Col1,10品：25元,
177,ROI1,Col2,雪花飘飘,
177,ROI1,Col2,出版社：河南人民,
177,ROI1,Col2,改编：陈耀华魏忠才,
177,ROI1,Col2,绘画：吴懋祥,
177,ROI1,Col2,84年8月1版1次64开,
177,ROI1,Col2,印数：16.2万定价：0.16元,
177,ROI1,Col2,市场交流价：,
177,ROI1,Col2,9品：15元,
177,ROI1,Col2,10品：30元,
177,ROI1,Col3,雪山恩仇记,
177,ROI1,Col3,出版社：人民美术,
177,ROI1,Col3,改编：顾城,
177,ROI1,Col3,绘画：关庆留等,
177,ROI1,Col3,80年8月1版1次64开,
177,ROI1,Col3,印数：11万定价：0.16元,
177,ROI1,Col3,市场交流价：,
177,ROI1,Col3,9品：30元,
177,ROI1,Col3,10品：60元,
177,ROI1,Col4,雪山魔笛,
177,ROI1,Col4,出版社：福建人民,
177,ROI1,Col4,改编：郑子铭,
177,ROI1,Col4,绘画：翁开恩方金河,
177,ROI1,Col4,80年8月1版1次64开,
177,ROI1,Col4,印数：25.5万定价：0.10元,
177,ROI1,Col4,市场交流价：,
177,ROI1,Col4,9品：10元,
177,ROI1,Col4,10品：25元,
177,ROI2,Col1,雪夜擒敌,
177,ROI2,Col1,出版社：内蒙古人民,
177,ROI2,Col1,改编：曹积三,
177,ROI2,Col1,绘画：刘大为,
177,ROI2,Col1,79年6月1版1次64开,
177,ROI2,Col1,印数：18.68万定价：0.11元,
177,ROI2,Col1,市场交流价：,
177,ROI2,Col1,9品：5元,
177,ROI2,Col1,10品：10元,
177,ROI2,Col2,野火春风斗古城,
177,ROI2,Col2,出版社：黑龙江人民,
177,ROI2,Col2,改编：王佩家,
177,ROI2,Col2,绘画：常玉昌 张桂芝,
177,ROI2,Col2,81年1月1版1次64开,
177,ROI2,Col2,印数：6.85万定价：0.22元,
177,ROI2,Col2,市场交流价：,
177,ROI2,Col2,9品：20元,
177,ROI2,Col2,10品：40元,
177,ROI2,Col3,脚步,
177,ROI2,Col3,出版社：上海人民美术,
177,ROI2,Col3,改编：姚关虎,
177,ROI2,Col3,绘画：毛震耀,
177,ROI2,Col3,79年8月1版1次64开,
177,ROI2,Col3,印数：24万定价：0.17元,
177,ROI2,Col3,市场交流价：,
177,ROI2,Col3,9品：10元,
177,ROI2,Col3,10品：20元,
177,ROI2,Col4,猎火记,
177,ROI2,Col4,出版社：人民美术,
177,ROI2,Col4,改编：刘碧玛,
177,ROI2,Col4,绘画：李荣山刘斌,
177,ROI2,Col4,80年4月1版1次64开,
177,ROI2,Col4,印数：60万定价：0.10元,
177,ROI2,Col4,市场交流价：,
177,ROI2,Col4,9品：8元,
177,ROI2,Col4,10品：15元,
178,ROI1,Col1,阎罗号,
178,ROI1,Col1,出版社：湖南少儿,
178,ROI1,Col1,改编：武矛,
178,ROI1,Col1,绘者：王社林陈和西,
178,ROI1,Col1,85年11月1版1次64开,
178,ROI1,Col1,印数：7万定价：0.35元,
178,ROI1,Col1,市场交流价：,
178,ROI1,Col1,9品：10元,
178,ROI1,Col1,10品：20元,
178,ROI1,Col2,第七条猎狗,
178,ROI1,Col2,出版社：岭南美术,
178,ROI1,Col2,改编：陈洪冈,
178,ROI1,Col2,绘画：李全民,
178,ROI1,Col2,84年10月1版1次64开,
178,ROI1,Col2,印数：51.1万 定价：0.24元,
178,ROI1,Col2,市场交流价：,
178,ROI1,Col2,9品：5元,
178,ROI1,Col2,10品：15元,
178,ROI1,Col3,惊雷 (上下),
178,ROI1,Col3,出版社：黑龙江人民,
178,ROI1,Col3,改编：集体,
178,ROI1,Col3,绘画：集体,
178,ROI1,Col3,77年9月1版1次64开,
178,ROI1,Col3,印数：30万定价：0.20元,
178,ROI1,Col3,市场交流价：,
178,ROI1,Col3,9品：25元（全套）,
178,ROI1,Col3,10品：45元,
178,ROI1,Col4,野店,
178,ROI1,Col4,出版社：解放军文艺,
178,ROI1,Col4,改编：李培森,
178,ROI1,Col4,绘画：苗再新,
178,ROI1,Col4,84年8月1版1次64开,
178,ROI1,Col4,印数：未详定价：0.18元,
178,ROI1,Col4,市场交流价：,
178,ROI1,Col4,9品：8元,
178,ROI1,Col4,10品：15元,
178,ROI2,Col1,铜墙铁壁,
178,ROI2,Col1,出版社：天津人民美术,
178,ROI2,Col1,改编：定兴,
178,ROI2,Col1,绘画：魏志刚刘希立 等,
178,ROI2,Col1,78年4月1版1次64开,
178,ROI2,Col1,印数：未详定价：0.19元,
178,ROI2,Col1,市场交流价：,
178,ROI2,Col1,9品：10元,
178,ROI2,Col1,10品：20元,
178,ROI2,Col2,铜墙铁壁,
178,ROI2,Col2,出版社：新疆人民,
178,ROI2,Col2,编者：姚建峰,
178,ROI2,Col2,绘者：高光明,
178,ROI2,Col2,79年6月1版1次60开,
178,ROI2,Col2,印数：3.5万定价：0.09元,
178,ROI2,Col2,市场交流价：,
178,ROI2,Col2,9品：10元,
178,ROI2,Col2,10品：20元,
178,ROI2,Col3,甜岛少年,
178,ROI2,Col3,出版社：浙江人民,
178,ROI2,Col3,编者：曾成金,
178,ROI2,Col3,绘者：曾成金,
178,ROI2,Col3,77年4月1版1次60开,
178,ROI2,Col3,印数：未详定价：0.11元,
178,ROI2,Col3,市场交流价：,
178,ROI2,Col3,9品：20元,
178,ROI2,Col3,10品：30元,
178,ROI2,Col4,曹雁的故事,
178,ROI2,Col4,出版社：长江文艺,
178,ROI2,Col4,改编：吕书臣,
178,ROI2,Col4,绘画：贺敏忠,
178,ROI2,Col4,84年9月1版1次64开,
178,ROI2,Col4,印数：3.45万定价：0.18元,
178,ROI2,Col4,市场交流价：,
178,ROI2,Col4,9品：15元,
178,ROI2,Col4,10品：25元,
179,ROI1,Col1,清水河畔,
179,ROI1,Col1,出版社：辽宁人民,
179,ROI1,Col1,编文：王太宽,
179,ROI1,Col1,绘画：华延风李玉凯,
179,ROI1,Col1,77年10月1版1次64开,
179,ROI1,Col1,印数：20万定价：0.11元,
179,ROI1,Col1,市场交流价：,
179,ROI1,Col1,9品：8元,
179,ROI1,Col1,10品：15元,
179,ROI1,Col2,彩凤凰,
179,ROI1,Col2,出版社：天津人民美术,
179,ROI1,Col2,改编：张企荣,
179,ROI1,Col2,绘画：赵贵德,
179,ROI1,Col2,85年7月1版1次64开,
179,ROI1,Col2,印数：14.37万定价：0.32元,
179,ROI1,Col2,市场交流价：,
179,ROI1,Col2,9品：5元,
179,ROI1,Col2,10品：10元,
179,ROI1,Col3,望日莲,
179,ROI1,Col3,出版社：河北美术,
179,ROI1,Col3,改编：周贵良,
179,ROI1,Col3,绘画：张冰洁,
179,ROI1,Col3,83年9月1版1次64开,
179,ROI1,Col3,印数：22.5万定价：0.10元,
179,ROI1,Col3,市场交流价：,
179,ROI1,Col3,9品：4元,
179,ROI1,Col3,10品：8元,
179,ROI1,Col4,黄河飞渡,
179,ROI1,Col4,出版社：人民美术,
179,ROI1,Col4,改编：集体,
179,ROI1,Col4,绘画：陈惠冠,
179,ROI1,Col4,72年4月2版1次60开,
179,ROI1,Col4,印数：未详定价：0.14元,
179,ROI1,Col4,市场交流价：,
179,ROI1,Col4,9品：60元,
179,ROI1,Col4,10品：120元,
179,ROI2,Col1,渔女春秋,
179,ROI2,Col1,出版社：人民美术,
179,ROI2,Col1,编者：郭同江,
179,ROI2,Col1,绘画：郭同江,
179,ROI2,Col1,85年2月2版4次64开,
179,ROI2,Col1,印数：62.5万 定价：0.18元,
179,ROI2,Col1,市场交流价：,
179,ROI2,Col1,9品：20元,
179,ROI2,Col1,10品：45元,
179,ROI2,Col2,第九个售货亭,
179,ROI2,Col2,出版社：江苏美术,
179,ROI2,Col2,改编：锡明,
179,ROI2,Col2,绘画：丁红章,
179,ROI2,Col2,84年9月1版1次64开,
179,ROI2,Col2,印数：6.38万定价：0.17元,
179,ROI2,Col2,市场交流价：,
179,ROI2,Col2,9品：8元,
179,ROI2,Col2,10品：15元,
179,ROI2,Col3,假面具下的爱情,
179,ROI2,Col3,出版社：上海人民美术,
179,ROI2,Col3,改编：张企荣,
179,ROI2,Col3,绘画：徐刚,
179,ROI2,Col3,85年4月1版1次64开,
179,ROI2,Col3,印数：38.1万 定价：0.29元,
179,ROI2,Col3,市场交流价：,
179,ROI2,Col3,9品：8元,
179,ROI2,Col3,10品：15元,
179,ROI2,Col4,假面爱情,
179,ROI2,Col4,出版社：长江文艺,
179,ROI2,Col4,改编：刘泽霖,
179,ROI2,Col4,绘画：黄报之,
179,ROI2,Col4,85年1月1版1次64开,
179,ROI2,Col4,印数：46.5万定价：0.33元,
179,ROI2,Col4,市场交流价：,
179,ROI2,Col4,9品：8元,
179,ROI2,Col4,10品：15元,
180,ROI1,Col1,舜的故事,
180,ROI1,Col1,出版社：中国戏剧,
180,ROI1,Col1,改编：欢路,
180,ROI1,Col1,绘画：段伟君,
180,ROI1,Col1,85年1月1版1次64开,
180,ROI1,Col1,印数：未祥定价：0.15元,
180,ROI1,Col1,市场交流价：,
180,ROI1,Col1,9品：40元,
180,ROI1,Col1,10品：80元,
180,ROI1,Col2,貂蝉与吕布,
180,ROI1,Col2,出版社：浙江人民美术,
180,ROI1,Col2,改编：甘礼乐,
180,ROI1,Col2,绘画：徐有武徐有刚,
180,ROI1,Col2,84年7月1版1次64开,
180,ROI1,Col2,印数：23万定价：0.18元,
180,ROI1,Col2,市场交流价：,
180,ROI1,Col2,9品：35元,
180,ROI1,Col2,10品：60元,
180,ROI1,Col3,搜书院,
180,ROI1,Col3,出版社：辽宁美术,
180,ROI1,Col3,改编：李大发,
180,ROI1,Col3,绘画：杨宝恒,
180,ROI1,Col3,82年7月1版1次64开,
180,ROI1,Col3,印数：62.1万定价：0.31元,
180,ROI1,Col3,市场交流价：,
180,ROI1,Col3,9品：15元,
180,ROI1,Col3,10品：30元,
180,ROI1,Col4,强中更有强中手,
180,ROI1,Col4,出版社：岭南美术,
180,ROI1,Col4,改编：孙锦常,
180,ROI1,Col4,绘画：卢延光,
180,ROI1,Col4,84年8月1版1次64开,
180,ROI1,Col4,印数：238.1万定价：0.21元,
180,ROI1,Col4,市场交流价：,
180,ROI1,Col4,9品：5元,
180,ROI1,Col4,10品：10元,
180,ROI2,Col1,智斩权宦,
180,ROI2,Col1,出版社：江苏人民,
180,ROI2,Col1,改编：张正新,
180,ROI2,Col1,绘画：邵 劭,
180,ROI2,Col1,83年4月1版1次64开,
180,ROI2,Col1,印数：16.9万 定价：0.13元,
180,ROI2,Col1,市场交流价：,
180,ROI2,Col1,9品：10元,
180,ROI2,Col1,10品：25元,
180,ROI2,Col2,晴雯,
180,ROI2,Col2,出版社：吉林人民,
180,ROI2,Col2,编文：屈鲁,
180,ROI2,Col2,绘画：肖林,
180,ROI2,Col2,82年4月1版1次64开,
180,ROI2,Col2,印数：28.5万定价：0.15元,
180,ROI2,Col2,市场交流价：,
180,ROI2,Col2,9品：20元,
180,ROI2,Col2,10品：35元,
180,ROI2,Col3,越王勾践,
180,ROI2,Col3,出版社：浙江人民美术,
180,ROI2,Col3,改编：汤式稼,
180,ROI2,Col3,绘画：徐有武,
180,ROI2,Col3,80年5月1版1次64开,
180,ROI2,Col3,印数：125万定价：0.14元,
180,ROI2,Col3,市场交流价：,
180,ROI2,Col3,9品：10元,
180,ROI2,Col3,10品：20元,
180,ROI2,Col4,傲蕾·一兰(上下),
180,ROI2,Col4,出版社：上海人民美术,
180,ROI2,Col4,改编：周元骏,
180,ROI2,Col4,绘画：胡克文,
180,ROI2,Col4,82年1月1版1次64开,
180,ROI2,Col4,印数：40万定价：0.18元,
180,ROI2,Col4,市场交流价：,
180,ROI2,Col4,9品：60元（全套）,
180,ROI2,Col4,10品：120元,
181,ROI1,Col1,谢瑶环,
181,ROI1,Col1,出版社：辽宁美术,
181,ROI1,Col1,改编：刘光等,
181,ROI1,Col1,绘画：宗静草 宗静风,
181,ROI1,Col1,80年3月1版2次64开,
181,ROI1,Col1,印数：36万定价：0.21元,
181,ROI1,Col1,市场交流价：,
181,ROI1,Col1,9品：60元,
181,ROI1,Col1,10品：120元,
181,ROI1,Col2,谢瑶环,
181,ROI1,Col2,出版社：上海人民美术,
181,ROI1,Col2,改编：王肇岐,
181,ROI1,Col2,绘画：韩敏,
181,ROI1,Col2,83年1月1版1次64开,
181,ROI1,Col2,印数：13万定价：0.14元,
181,ROI1,Col2,市场交流价：,
181,ROI1,Col2,9品：30元,
181,ROI1,Col2,10品：80元,
181,ROI1,Col3,谢瑶环,
181,ROI1,Col3,出版社：人民美术,
181,ROI1,Col3,编文：黄钟,
181,ROI1,Col3,绘画：薛方,
181,ROI1,Col3,81年9月1版1次64开,
181,ROI1,Col3,印数：96万定价：0.15元,
181,ROI1,Col3,市场交流价：,
181,ROI1,Col3,9品：10元,
181,ROI1,Col3,10品：20元,
181,ROI1,Col4,花和尚鲁智深(上下）,
181,ROI1,Col4,出版社：辽宁美术,
181,ROI1,Col4,改编：王延海,
181,ROI1,Col4,绘画：赵明钧,
181,ROI1,Col4,85年1月1版1次64开,
181,ROI1,Col4,印数：60元定价：0.62元,
181,ROI1,Col4,市场交流价：,
181,ROI1,Col4,9品：25元（全套）,
181,ROI1,Col4,10品：35元,
181,ROI2,Col1,出版社：四川美术,
181,ROI2,Col1,改编：林林,
181,ROI2,Col1,绘画：卢延光,
181,ROI2,Col1,86年3月1版1次64开,
181,ROI2,Col1,印数：0.6万定价：0.29元,
181,ROI2,Col1,市场交流价：,
181,ROI2,Col1,9品：100元,
