Title,Title_Core,Title_Extra,Author,Author_Core,Author_Extra,Author_1,Author_Core_1,Author_Role_1,Author_2,Author_Core_2,Author_Role_2,Author_3,Author_Core_3,Author_Role_3,Author_4,Author_Core_4,Author_Role_4,Author_5,Author_Core_5,Author_Role_5,Author_6,Author_Core_6,Author_Role_6,Publisher,Publisher_1,Publisher_2,Publisher_Location,Publication_Month,Year,Edition,Format（开本）,Print_Run,Price[元],Market_Exchange_price_9品[元],Market_Exchange_Price_10品[元],Source,Category/Chapter,Footnotes,Comments,Original_OCR_Data,OCR_Process
一支驳壳枪,一支驳壳枪,,改编：集体 绘画：戴敦邦,,,改编：集体,集体,改编,绘画：戴敦邦,戴敦邦,绘画,,,,,,,,,,,,,上海人民,上海人民,,上海,6,1972,1版1次,60,,0.08,20,80,Ref002:1,单册：壹划,,,一支驳壳枪/出版社：上海人民/改编：集体/绘画：戴敦邦/72年6月1版1次60开/印数：未详定价：0.08元/市场交流价：/9品：20元/10品：80元,PaddlePaddle
一张奇怪的药方,一张奇怪的药方,,改编：刘汉勤 绘画：集体,,,改编：刘汉勤,刘汉勤,改编,绘画：集体,集体,绘画,,,,,,,,,,,,,山东人民,山东人民,,济南,6,1975,1版1次,60,110万,0.13,10,20,Ref002:1,单册：壹划,,,一张奇怪的药方/出版社：山东人民/改编：刘汉勤/绘画：集体/75年6月1版1次60开/印数：110万定价：0.13元/市场交流价：/9品：10元/10品：20元,PaddlePaddle
一块银元,一块银元,,改编：集体 绘画：集体,,,改编：集体,集体,改编,绘画：集体,集体,绘画,,,,,,,,,,,,,人民美术,人民美术,,,1,1972,1版1次,60,,0.11,10,25,Ref002:1,单册：壹划,,,一块银元/出版社：人民美术/改编：集体/绘画：集体/72年1月1版1次60开/印数：未详定价：0.11元/市场交流价：/9品：10元/10品：25元,PaddlePaddle
一颗红心献人民,一颗红心献人民,,改编：集体 绘画：集体,,,改编：集体,集体,改编,绘画：集体,集体,绘画,,,,,,,,,,,,,人民美术,人民美术,,,3,1972,1版1次,60,,0.1,25,60,Ref002:1,单册：壹划,,,一颗红心献人民/出版社：人民美术/改编：集体/绘画：集体/72年3月1版1次60开/印数：未详定价：0.10元/市场交流价：/9品：25元/10品：60元,PaddlePaddle
一块风化石,一块风化石,,改编：集体 绘画：集体,,,改编：集体,集体,改编,绘画：集体,集体,绘画,,,,,,,,,,,,,广东人民,广东人民,,广州,5,1972,1版1次,60,,0.08,40,120,Ref002:1,单册：壹划,,,一块风化石/出版社：广东人民/改编：集体/绘画：集体/72年5月1版1次60开/印数：未详定价：0.08元/市场交流价：/9品：40元/10品：120元,PaddlePaddle
一匹枣骝马,一匹枣骝马,,改编：柳家新 绘画：关庆留张树文,,,改编：柳家新,柳家新,改编,绘画：关庆留,关庆留,绘画,绘画：张树文,张树文,绘画,,,,,,,,,,陕西人民,陕西人民,,西安,1,1975,1版2次,60,50万,0.08,15.元[sic.],30,Ref002:1,单册：壹划,,,一匹枣骝马/出版社：陕西人民/改编：柳家新/绘画：关庆留张树文/75年1月1版2次60开/印数：50万定价：0.08元/市场交流价：/9品：15.元/10品：30元,PaddlePaddle
一把火,一把火,,改编：嵋石 绘画：王云光,,,改编：嵋石,嵋石,改编,绘画：王云光,王云光,绘画,,,,,,,,,,,,,辽宁人民美术,辽宁人民美术,,沈阳,2,1976,1版1次,64,30万,0.1,5,10,Ref002:1,单册：壹划,,,一把火/出版社：辽宁人民美术/改编：嵋石/绘画：王云光/76年2月1版1次64开/印数：30万定价：0.10元/市场交流价：/9品：5元/10品：10元,PaddlePaddle
一担水,一担水,,改编：贾明 绘画：振宇徐希,,,改编：贾明,贾明,改编,绘画：振宇,振宇,绘画,绘画：徐希,徐希,绘画,,,,,,,,,,人民美术,人民美术,,,9,1974,1版1次,64,100万,0.09,8,15,Ref002:1,单册：壹划,,Sic._Author_Core_3,7/一担水/出版社：人民美术/改编：贾明/绘画：振宇徐希/74年9月1版1次64开/印数：100万定价：0.09元/市场交流价：/9品：8元/10品：15元,PaddlePaddle
一次伏击战,一次伏击战,,改编：汪涛 绘画：张为民,,,改编：汪涛,汪涛,改编,绘画：张为民,张为民,绘画,,,,,,,,,,,,,浙江人民美术,浙江人民美术,,杭州,12,1972,1版1次,60,,0.07,10,25,Ref002:2,单册：壹划,,,一次伏击战/出版社：浙江人民美术/改编：汪涛/绘画：张为民/72年12月1版1次60开/印数：未详定价：0.07元/市场交流价：/9品：10元/10品：25元,PaddlePaddle
“一二五”赞歌（上）,“一二五”赞歌,（上）,改编：集体 绘画：集体,,,改编：集体,集体,改编,绘画：集体,集体,绘画,,,,,,,,,,,,,上海人民,上海人民,,上海,12,1971,1版1次,60,,0.14,,,Ref002:2,单册：壹划,,,“—二五”赞歌(上)/出版社：上海人民/改编：集体/绘画：集体/71年12月1版1次60开/印数：未详定价：0.14元,PaddlePaddle
“一二五”赞歌（下）,“一二五”赞歌,（下）,改编：集体 绘画：集体,,,改编：集体,集体,改编,绘画：集体,集体,绘画,,,,,,,,,,,,,上海人民,上海人民,,上海,12,1971,1版1次,60,,0.14,200（全套）,500,Ref002:2,单册：壹划,,,“一二五”赞歌(下)/出版社：上海人民/改编：集体/绘画：集体/71年12月1版1次60开/印数：未详定价：0.14元/市场交流价：/9品：200元（全套）/10品：500元,PaddlePaddle
一片丹心为人民,一片丹心为人民,,改编：集体 绘画：集体,,,改编：集体,集体,改编,绘画：集体,集体,绘画,,,,,,,,,,,,,吉林人民,吉林人民,,长春,12,1971,1版1次,60,,0.14,,,Ref002:2,单册：壹划,,,一片丹心为人民/出版社：吉林人民/改编：集体/绘画：集体/71年12月1版1次60开/印数：未详定价：0.14元/市场交流价：/9品：元/10品：元,PaddlePaddle
一张赌据,一张赌据,,改编：张丽英等 绘画：吴绍人,,,改编：张丽英,张丽英,改编,改编：等,等,改编,绘画：吴绍人,吴绍人,绘画,,,,,,,,,,河北美术,河北美术,,石家庄,11,1983,1版1次,64,11万,0.14,15,25,Ref002:2,单册：壹划,,,一张赌据/出版社：河北美术/改编：张丽英等/绘画：吴绍人/83年11月1版1次64开/印数：11万定价：0.14元/市场交流价：/9品：15元/10品：25元,PaddlePaddle
一件怪事,一件怪事,,改编：王根泉 绘画：汪观清,,,改编：王根泉,王根泉,改编,绘画：汪观清,汪观清,绘画,,,,,,,,,,,,,上海人民美术,上海人民美术,,上海,1,1984,2版2次,60,38万,0.13,25,40,Ref002:2,单册：壹划,,,一件怪事/出版社：上海人民美术/改编：王根泉/绘画：汪观清/84年1月2版2次60开/印数：38万定价：0.13元/市场交流价：/9品：25元/10品：40元,PaddlePaddle
少女和一千个追求者,少女和一千个追求者,,改编：裴石 绘画：裴石,,,改编：裴石,裴石,改编,绘画：裴石,裴石,绘画,,,,,,,,,,,,,天津人民美术,天津人民美术,,天津,7,1985,1版1次,64,33.25万,0.36,5,15,Ref002:2,单册：壹划,,,少女和一千个追求者/出版社：天津人民美术/改编：裴石/绘画：裴石/85年7月1版1次64开/印数：33.25万定价：0.36元/市场交流价：/9品：5元/10品：15元,PaddlePaddle
一个少女和一千个追求者,一个少女和一千个追求者,,改编：王素一 绘画：侯滨侯伟等,,,改编：王素一,王素一,改编,绘画：侯滨侯伟,侯滨侯伟,绘画,绘画：等,等,绘画,,,,,,,,,,中国连环画,中国连环画,,北京,12,1987,1版1次,64,5.1万,0.65,10,20,Ref002:2,单册：壹划,,Sic._Author_Core_2,一个少女和一千个追求者/出版社：中国连环画/改编：王素一/绘画：侯滨侯伟等/87年12月1版1次64开/印数：5.1万定价：0.65元/市场交流价：/9品：10元/10品：20元,PaddlePaddle
一袋金币,一袋金币,,改编：王根泉 绘画：殷光宇,,,改编：王根泉,王根泉,改编,绘画：殷光宇,殷光宇,绘画,,,,,,,,,,,,,上海人民美术,上海人民美术,,上海,1,1979,1版1次,64,70万,0.13,15,30,Ref002:3,单册：壹划,,,一袋金币/出版社：上海人民美术/改编：王根泉/绘画：殷光宇/79年1月1版1次64开/印数：70万 定价：0.13元/市场交流价：/9品：15元/10品：30元,PaddlePaddle
一夜新娘,一夜新娘,,改编：韦镭 绘画：梁启德,,,改编：韦镭,韦镭,改编,绘画：梁启德,梁启德,绘画,,,,,,,,,,,,,广西人民,广西人民,,南宁,8,1986,1版1次,64,6.15万,0.3,5,10,Ref002:3,单册：壹划,,,一夜新娘/出版社：广西人民/改编：韦镭/绘画：梁启德/86年8月1版1次64开/印数：6.15万定价：0.30元/市场交流价：/9品：5元/10品：10元,PaddlePaddle
一代球王,一代球王,,编文：子君 绘画：赵淑钦,,,编文：子君,子君,编文,绘画：赵淑钦,赵淑钦,绘画,,,,,,,,,,,,,岭南美术,岭南美术,,广州,8,1983,1版1次,64,10万,0.32,5,10,Ref002:3,单册：壹划,,,一代球王/出版社：岭南美术/编文：子君/绘画：赵淑钦/83年8月1版1次64开/印数：10万定价：0.32元/市场交流价：/9品：5元/10品：10元,PaddlePaddle
人变狐狸,人变狐狸,,改编：吴荆父 绘画：陈文光等,,,改编：吴荆父,吴荆父,改编,绘画：陈文光,陈文光,绘画,绘画：等,等,绘画,,,,,,,,,,广东人民,广东人民,,广州,12,1981,1版1次,64,68.1万,0.22,5,10,Ref002:3,单册：贰划,,,人变狐狸/出版社：广东人民/改编：吴荆父/绘画：陈文光等/81年12月1版1次64开/印数：68.1万定价：0.22元/市场交流价：/9品：5元/10品：10元,PaddlePaddle
七星剑传奇,七星剑传奇,,改编：菡原 绘画：何国华,,,改编：菡原,菡原,改编,绘画：何国华,何国华,绘画,,,,,,,,,,,,,河北美术,河北美术,,石家庄,8,1985,1版1次,64,43.2万,0.28,3,8,Ref002:3,单册：贰划,,,七星剑传奇/出版社：河北美术/改编：菡原/绘画：何国华/85年8月1版1次64开/印数：43.2万定价：0.28元/市场交流价：/9品：3元/10品：8元,PaddlePaddle
七星剑,七星剑,,改编：唐福春 绘画：肖天智,,,改编：唐福春,唐福春,改编,绘画：肖天智,肖天智,绘画,,,,,,,,,,,,,贵州人民,贵州人民,,贵阳,2,1984,1版1次,64,30万,0.17,4,10,Ref002:3,单册：贰划,,,七星剑/出版社：贵州人民/改编：唐福春/绘画：肖天智/84年2月1版1次64开/印数：30万定价：0.17元/市场交流价：/9品：4元/10品：10元,PaddlePaddle
八哥媒,八哥媒,,编文：杨木 绘画：项维仁,,,编文：杨木,杨木,编文,绘画：项维仁,项维仁,绘画,,,,,,,,,,,,,中国民间文艺,中国民间文艺,,北京,6,1985,1版1次,64,,0.16,10,15,Ref002:3,单册：贰划,,,八哥媒/出版社：中国民间文艺/编文：杨木/绘画：项维仁/85年6月1版1次64开/印数：未详定价：0.16元/市场交流价：/9品：10元/10品：15元,PaddlePaddle
八百鞭子,八百鞭子,,改编：吕荫樾 绘画：苏诗敏,,,改编：吕荫樾,吕荫樾,改编,绘画：苏诗敏,苏诗敏,绘画,,,,,,,,,,,,,河北美术,河北美术,,石家庄,5,1982,1版2次,64,63.5万,0.09,15,25,Ref002:3,单册：贰划,,,八百鞭子/出版社：河北美术/改编：吕荫/绘画：苏诗敏/82年5月1版2次64开/印数：63.5万定价：0.09元/市场交流价：/9品：15元/10品：25元,PaddlePaddle
八仙闹海,八仙闹海,,改编：李英群 绘画：姚柏肖梅清,,,改编：李英群,李英群,改编,绘画：姚柏,姚柏,绘画,绘画：肖梅清,肖梅清,绘画,,,,,,,,,,岭南美术,岭南美术,,广州,6,1983,1版2次,64,128.74万,0.18,15,30,Ref002:4,单册：贰划,,,八仙闹海/出版社：岭南美术/改编：李英群/绘画：姚柏肖梅清/83年6月1版2次64开/印数：128.74万定价：0.18元/市场交流价：/9品：15元/10品：30元,PaddlePaddle
十五贯,十五贯,,改编：王肇歧 绘画：贺友直,,,改编：王肇歧,王肇歧,改编,绘画：贺友直,贺友直,绘画,,,,,,,,,,,,,上海人民美术,上海人民美术,,上海,2,1979,1版1次,64,70万,0.16,60,200,Ref002:4,单册：贰划,,,十五贯/出版社：上海人民美术/改编：王肇歧/绘画：贺友直/79年2月1版1次64开/印数：70万定价：0.16元/市场交流价：/9品：60元/10品：200元,PaddlePaddle
人参姑娘,人参姑娘,,改编：王兆田 绘画：赵丁,,,改编：王兆田,王兆田,改编,绘画：赵丁,赵丁,绘画,,,,,,,,,,,,,人民美术,人民美术,,,4,1982,1版1次,64,9.8万,0.12,5,10,Ref002:4,单册：贰划,,,0/人参姑娘/出版社：人民美术/改编：王兆田/绘画：赵丁/82年4月1版1次64开/印数：9.8万定价：0.12元/市场交流价：/9品：5元/10品：10元,PaddlePaddle
二闯虎头礁,二闯虎头礁,,改编：田彩 绘画：罗兴,,,改编：田彩,田彩,改编,绘画：罗兴,罗兴,绘画,,,,,,,,,,,,,上海人民,上海人民,,上海,9,1973,1版1次,60,40万,0.12,20,50,Ref002:4,单册：贰划,,,二闯虎头礁/出版社：上海人民/改编：田彩/绘画：罗兴/73年9月1版1次60开/印数：40万定价：0.12元/市场交流价：/9品：20元/10品：50元,PaddlePaddle
力争上游,力争上游,,改编：集体 绘画：集体,,,改编：集体,集体,改编,绘画：集体,集体,绘画,,,,,,,,,,,,,上海人民,上海人民,,上海,4,1973,1版1次,60,40万,0.11,15,30,Ref002:4,单册：贰划,,,力争上游/出版社：上海人民/改编：集体/绘画：集体/73年4月1版1次60开/印数：40万定价：0.11元/市场交流价：/9品：15元/10品：30元,PaddlePaddle
儿童团长,儿童团长,,改编：杨志远 绘画：翟万英王大鹏,,,改编：杨志远,杨志远,改编,绘画：翟万英,翟万英,绘画,绘画：王大鹏,王大鹏,绘画,,,,,,,,,,辽宁人民,辽宁人民,,沈阳,5,1974,2版1次,64,,0.11,15,25,Ref002:4,单册：贰划,,,儿童团长/出版社：辽宁人民/改编：杨志远/绘画：翟万英王大鹏/74年5月2版1次64开/印数：未详定价：0.11元/市场交流价：/9品：15元/10品：25元,PaddlePaddle
儿童团长,儿童团长,,改编：杨志远 绘画：翟万英王大鹏,,,改编：杨志远,杨志远,改编,绘画：翟万英,翟万英,绘画,绘画：王大鹏,王大鹏,绘画,,,,,,,,,,辽宁人民,辽宁人民,,沈阳,4,1972,1版1次,60,,0.11,25,80,Ref002:4,单册：贰划,,,儿童团长/出版社：辽宁人民/改编：杨志远/绘画：翟万英王大鹏/72年4月1版1次60开/印数：未详定价：0.11元/市场交流价：/9品：25元/10品：80元,PaddlePaddle
八个“红小鬼”,八个“红小鬼”,,改编：张斌刘国良 绘图：沈在召 绘画：谢平,,,改编：张斌,张斌,改编,改编：刘国良,刘国良,改编,绘图：沈在召,沈在召,绘图,绘画：谢平,谢平,绘画,,,,,,,福建人民,福建人民,,福州,12,1973,1版1次,60,50万,0.07,15,25,Ref002:4,单册：贰划,,,八个“红小鬼”/出版社：福建人民/改编：张斌刘国良/绘图：沈在召谢平/73年12月1版1次60开/印数：50万定价：0.07元/市场交流价：/9品：15元/10品：25元,PaddlePaddle
九号公路大捷,九号公路大捷,,改编：集体 绘画：集体,,,改编：集体,集体,改编,绘画：集体,集体,绘画,,,,,,,,,,,,,上海人民,上海人民,,上海,9,1971,1版1次,60,,0.09,25,45,Ref002:5,单册：贰划,,,九号公路大捷/出版社：上海人民/改编：集体/绘画：集体/71年9月1版1次60开/印数：未详定价：0.09元/市场交流价：/9品：25元/10品：45元,PaddlePaddle
十九粮店,十九粮店,,改编：集体 绘画：集体,,,改编：集体,集体,改编,绘画：集体,集体,绘画,,,,,,,,,,,,,陕西人民,陕西人民,,西安,6,1971,1版1次,60,,0.13,60,150,Ref002:5,单册：贰划,,,十九粮店/出版社：陕西人民/改编：集体/绘画：集体/71年6月1版1次60开/印数：未详定价：0.13元/市场交流价：/9品：60元/10品：150元,PaddlePaddle
丁寨“铁西瓜”,丁寨“铁西瓜”,,改编：集体 绘画：集体,,,改编：集体,集体,改编,绘画：集体,集体,绘画,,,,,,,,,,,,,山东人民,山东人民,,济南,7,1973,1版2次,60,145万,0.11,10,25,Ref002:5,单册：贰划,,,丁寨“铁西瓜”/出版社：山东人民/改编：集体/绘画：集体/73年7月1版2次60开/印数：145万定价：0.11元/市场交流价：/9品：10元/10品：25元,PaddlePaddle
八一风暴,八一风暴,,改编：华士明 绘画：王勉顾曾平,,,改编：华士明,华士明,改编,绘画：王勉,王勉,绘画,绘画：顾曾平,顾曾平,绘画,,,,,,,,,,江苏人民,江苏人民,,南京,3,1978,1版1次,64,,0.16,20,35,Ref002:5,单册：贰划,,,八一风暴/出版社：江苏人民/改编：华士明/绘画：王勉、顾曾平/78年3月1版1次64开/印数：未详定价：0.16元/市场交流价：/9品：20元/10品：35元,PaddlePaddle
七月槐花香,七月槐花香,,改编：南箴 绘画：丁世昌金建华,,,改编：南箴,南箴,改编,绘画：丁世昌,丁世昌,绘画,绘画：金建华,金建华,绘画,,,,,,,,,,江苏人民,江苏人民,,南京,5,1974,1版1次,64,40万,0.12,5,8,Ref002:5,单册：贰划,,,七月槐花香/出版社：江苏人民/改编：南箴/绘画：丁世昌金建华/74年5月1版1次64开/印数：40万定价：0.12元/市场交流价：/9品：5元/10品：8元,PaddlePaddle
十二品正官,十二品正官,,改编：华士明 绘画：胡博综,,,改编：华士明,华士明,改编,绘画：胡博综,胡博综,绘画,,,,,,,,,,,,,江苏人民,江苏人民,,南京,9,1980,1版1次,64,4.052万,0.09,10,25,Ref002:5,单册：贰划,,,十二品正官/出版社：江苏人民/改编：华士明/绘画：胡博综/80年9月1版1次64开/印数：4.052万定价：0.09元/市场交流价：/9品：10元/10品：25元,PaddlePaddle
七进阿佤山,七进阿佤山,,改编：刘治贵 绘画：徐恒瑜吴寿石,,,改编：刘治贵,刘治贵,改编,绘画：徐恒瑜,徐恒瑜,绘画,绘画：吴寿石,吴寿石,绘画,,,,,,,,,,四川人民,四川人民,,成都,1,1983,1版1次,64,19.8万,0.18,80,150,Ref002:5,单册：贰划,,,七进阿佤山/出版社：四川人民/改编：刘治贵/绘画：徐恒瑜 吴寿石/83年1月1版1次64开/印数：19.8万定价：0.18元/市场交流价：/9品：80元/10品：150元,PaddlePaddle
人民列车,人民列车,,编文：集体 绘画：集体,,,编文：集体,集体,编文,绘画：集体,集体,绘画,,,,,,,,,,,,,天津人民美术,天津人民美术,,天津,9,1973,1版2次,64,,0.15,6,12,Ref002:5,单册：贰划,,,人民列车/出版社：天津人民美术/编文：集体/绘画：集体/73年9月1版2次64开/印数：未详定价：0.15元/市场交流价：/9品：6元/10品：12元,PaddlePaddle
人生,人生,,改编：马慧 绘画：高廷智张省莉,,,改编：马慧,马慧,改编,绘画：高廷智,高廷智,绘画,绘画：张省莉,张省莉,绘画,,,,,,,,,,陕西人民美术,陕西人民美术,,西安,12,1984,1版1次,64,22.57万,0.19,15,25,Ref002:6,单册：贰划,,,人生/出版社：陕西人民美术/改编：马慧/绘画：高廷智张省莉/84年12月1版1次64开/印数：22.57万定价：0.19元/市场交流价：/9品：15元/10品：25元,PaddlePaddle
人生,人生,,改编：张钟龄 绘画：颜宝臻,,,改编：张钟龄,张钟龄,改编,绘画：颜宝臻,颜宝臻,绘画,,,,,,,,,,,,,天津人民美术,天津人民美术,,天津,12,1983,1版1次,64,17.6万,0.13,15,30,Ref002:6,单册：贰划,,,人生/出版社：天津人民美术/改编：张钟龄/绘画：颜宝臻/83年12月1版1次64开/印数：17.6万定价：0.13元/市场交流价：/9品：15元/10品：30元,PaddlePaddle
二月风暴,二月风暴,,改编：雁羽 绘画：王纯信王聪,,,改编：雁羽,雁羽,改编,绘画：王纯信,王纯信,绘画,绘画：王聪,王聪,绘画,,,,,,,,,,黑龙江人民,黑龙江人民,,哈尔滨,9,1978,1版1次,64,21万,0.09,8,15,Ref002:6,单册：贰划,,Sic._Author_Core_3,二月风暴/出版社：黑龙江人民/改编：雁羽/绘画：王纯信王聪/78年9月1版1次64开/印数：21万定价：0.09元/市场交流价：/9品：8元/10品：15元,PaddlePaddle
二泉映月,二泉映月,,改编：吴炳伟等 绘画：毛震耀,,,改编：吴炳伟,吴炳伟,改编,改编：等,等,改编,绘画：毛震耀,毛震耀,绘画,,,,,,,,,,上海人民美术,上海人民美术,,上海,12,1980,1版1次,64,70万,0.13,8,15,Ref002:6,单册：贰划,,,二泉映月/出版社：上海人民美术/改编：吴炳伟等/绘画：毛震耀/80年12月1版1次64开/印数：70万定价：0.13元/市场交流价：/9品：8元/10品：15元,PaddlePaddle
十字军骑士（上）,十字军骑士,（上）,改编：王素一等 绘画：梁平波,,,改编：王素一,王素一,改编,改编：等,等,改编,绘画：梁平波,梁平波,绘画,,,,,,,,,,浙江人民美术,浙江人民美术,,杭州,10,1982,1版1次,64,50万,0.19,15,25,Ref002:6,单册：贰划,,,十字军骑士(上)/出版社：浙江人民美术/改编：王素一等/绘画：梁平波/82年10月1版1次64开/印数：50万定价：0.19元/市场交流价：/9品：15元/10品：25元,PaddlePaddle
十字军骑士（下）,十字军骑士,（下）,改编：王素一等 绘画：梁平波,,,改编：王素一,王素一,改编,改编：等,等,改编,绘画：梁平波,梁平波,绘画,,,,,,,,,,浙江人民美术,浙江人民美术,,杭州,1,1983,1版1次,64,50万,0.19,20,30,Ref002:6,单册：贰划,,,十字军骑士(下)/出版社：浙江人民美术/改编：王素一等/绘画：梁平波/83年1月1版1次64开/印数：50万定价：0.19元/市场交流价：/9品：20元/10品：30元,PaddlePaddle
十字军的覆灭（上）,十字军的覆灭,（上）,改编：黎服兵 绘画：黄云松张昌询,,,改编：黎服兵,黎服兵,改编,绘画：黄云松,黄云松,绘画,绘画：张昌询,张昌询,绘画,,,,,,,,,,岭南美术,岭南美术,,广州,4,1984,1版1次,64,56.47万,0.31,8,12,Ref002:6,单册：贰划,,,十字军的覆灭(上)/出版社：岭南美术/改编：黎服兵/绘画：黄云松张昌询/84年4月1版1次64开/印数：56.47万定价：0.31元/市场交流价：/9品：8元/10品：12元,PaddlePaddle
十字军的覆灭（下）,十字军的覆灭,（下）,改编：黎服兵 绘画：黄云松张昌询,,,改编：黎服兵,黎服兵,改编,绘画：黄云松,黄云松,绘画,绘画：张昌询,张昌询,绘画,,,,,,,,,,岭南美术,岭南美术,,广州,4,1984,1版1次,64,56.47万,0.28,8,12,Ref002:6,单册：贰划,,,十字军的覆灭(下)/出版社：岭南美术/改编：黎服兵/绘画：黄云松张昌询/84年4月1版1次64开/印数：56.47万定价：0.28元/市场交流价：/9品：8元/10品：12元,PaddlePaddle
80天环游地球,80天环游地球,,改编：韩幼文 绘画：黄云松张昌询,,,改编：韩幼文,韩幼文,改编,绘画：黄云松,黄云松,绘画,绘画：张昌询,张昌询,绘画,,,,,,,,,,浙江人民美术,浙江人民美术,,杭州,5,1984,1版1次,64,17万,0.19,20,40,Ref002:7,单册：贰划,,,80天环游地球/出版社：浙江人民美术/改编：韩幼文/绘画：黄云松张昌询/84年5月1版1次64开/印数：17万定价：0.19元/市场交流价：/9品：20元/10品：40元,PaddlePaddle
八十天环游地球,八十天环游地球,,改编：方兰 绘画：时圣时雍,,,改编：方兰,方兰,改编,绘画：时圣,时圣,绘画,绘画：时雍,时雍,绘画,,,,,,,,,,岭南美术,岭南美术,,广州,8,1984,1版1次,64,13.06万,0.35,8,15,Ref002:7,单册：贰划,,,八十天环游地球/出版社：岭南美术/改编：方兰/绘画：时圣时雍/84年8月1版1次64开/印数：13.06万定价：0.35元/市场交流价：/9品：8元/10品：15元,PaddlePaddle
八十天环游地球,八十天环游地球,,改编：王松生等 绘画：李锛,,,改编：王松生,王松生,改编,改编：等,等,改编,绘画：李锛,李锛,绘画,,,,,,,,,,中州书画,中州书画,,郑州,3,1982,1版1次,64,35.5万,0.17,10,20,Ref002:7,单册：贰划,,,八十天环游地球/出版社：中州书画/改编：王松生等/绘画：李锛/82年3月1版1次64开/印数：35.5万定价：0.17元/市场交流价：/9品：10元/10品：20元,PaddlePaddle
八十天环游地球,八十天环游地球,,改编：王亚法 绘画：华其敏,,,改编：王亚法,王亚法,改编,绘画：华其敏,华其敏,绘画,,,,,,,,,,,,,少年儿童,少年儿童,,上海,4,1983,1版1次,64,23万,0.17,8,12,Ref002:7,单册：贰划,,,八十天环游地球/出版社：少年儿童/改编：王亚法/绘画：华其敏/83年4月1版1次64开/印数：23万定价：0.17元/市场交流价：/9品：8元/10品：12元,PaddlePaddle
八十天环游地球,八十天环游地球,,改编：杨敬东 绘画：俞晓夫,,,改编：杨敬东,杨敬东,改编,绘画：俞晓夫,俞晓夫,绘画,,,,,,,,,,,,,湖南少年儿童,湖南少年儿童,,长沙,12,1982,1版1次,64,,0.17,15,35,Ref002:7,单册：贰划,,,八十天环游地球/出版社：湖南少年儿童/改编：杨敬东/绘画：俞晓夫/82年12月1版1次64开/印数：未详定价：0.17元/市场交流价：/9品：15元/10品：35元,PaddlePaddle
二渔夫,二渔夫,,改编：甘礼乐 绘画：韩和平,,,改编：甘礼乐,甘礼乐,改编,绘画：韩和平,韩和平,绘画,,,,,,,,,,,,,上海人民美术,上海人民美术,,上海,2,1979,1版2次,64,53万,0.08,20,50,Ref002:7,单册：贰划,,,二渔夫/出版社：上海人民美术/改编：甘礼乐/绘画：韩和平/79年2月1版2次64开/印数：53万定价：0.08元/市场交流价：/9品：20元/10品：50元,PaddlePaddle
人鸟之战,人鸟之战,,改编：陈建 绘画：林滨帆,,,改编：陈建,陈建,改编,绘画：林滨帆,林滨帆,绘画,,,,,,,,,,,,,广西人民,广西人民,,南宁,3,1985,1版1次,64,27.92万,0.16,6,12,Ref002:7,单册：贰划,,,人鸟之战/出版社：广西人民/改编：陈建/绘画：林滨帆/85年3月1版1次64开/印数：27.92万定价：0.16元/市场交流价：/9品：6元/10品：12元,PaddlePaddle
人与狼,人与狼,,改编：陈国英 绘画：成立,,,改编：陈国英,陈国英,改编,绘画：成立,成立,绘画,,,,,,,,,,,,,上海人民美术,上海人民美术,,上海,7,1985,1版1次,64,15.3万,0.3,8,15,Ref002:7,单册：贰划,,,人与狼/出版社：上海人民美术/改编：陈国英/绘画：成立/85年7月1版1次64开/印数：15.3万定价：0.30元/市场交流价：/9品：8元/10品：15元,PaddlePaddle
十五岁船长迪克·桑,十五岁船长迪克·桑,,改编：实子 绘画：雨立肖田,,,改编：实子,实子,改编,绘画：雨立,雨立,绘画,绘画：肖田,肖田,绘画,,,,,,,,,,湖南少年儿童,湖南少年儿童,,长沙,6,1983,1版1次,64,10.1万,0.17,8,15,Ref002:8,单册：贰划,,Sic._Author_Core_3,十五岁船长迪克·桑/出版社：湖南少年儿童/改编：实子/绘画：雨立、肖田/83年6月1版1次64开/印数：10.1万定价：0.17元/市场交流价：/9品：8元/10品：15元,PaddlePaddle
十二把椅子,十二把椅子,,改编：许治芳 绘画：汪观清,,,改编：许治芳,许治芳,改编,绘画：汪观清,汪观清,绘画,,,,,,,,,,,,,上海人民美术,上海人民美术,,上海,11,1983,2版5次,60,36.8万,0.21,30,80,Ref002:8,单册：贰划,,,十二把椅子/出版社：上海人民美术/改编：许治芳/绘画：汪观清/83年11月2版5次60开/印数：36.8万定价：0.21元/市场交流价：/9品：30元/10品：80元,PaddlePaddle
女娲,女娲,,改编：肖甘牛 绘画：孙为民聂鸥,,,改编：肖甘牛,肖甘牛,改编,绘画：孙为民,孙为民,绘画,绘画：聂鸥,聂鸥,绘画,,,,,,,,,,天津人民美术,天津人民美术,,天津,11,1982,1版1次,64,43.1万,0.11,15,25,Ref002:8,单册：叁划,,Sic._Author_Core_3,女娲/出版社：天津人民美术/改编：肖甘牛/绘画：孙为民聂 鸥/82年11月1版1次64开/印数：43.1万定价：0.11元/市场交流价：/9品：15元/10品：25元,PaddlePaddle
