Title,Title_Core,Title_Extra,Author,Author_Core,Author_Extra,Author_1,Author_Core_1,Author_Role_1,Author_2,Author_Core_2,Author_Role_2,Author_3,Author_Core_3,Author_Role_3,Author_4,Author_Core_4,Author_Role_4,Author_5,Author_Core_5,Author_Role_5,Author_6,Author_Core_6,Author_Role_6,Publisher,Publisher_1,Publisher_2,Publisher_Location,Publication_Month,Year,Edition,Format（开本）,Print_Run,Price[元],Market_Exchange_price_9品[元],Market_Exchange_Price_10品[元],Source,Category/Chapter,Footnotes,Comments,Original_OCR_Data,OCR_Process
将军河歼敌记,将军河歼敌记,,改编：胡霜 绘画：张为民,,,改编：胡霜,胡霜,改编,绘画：张为民,张为民,绘画,,,,,,,,,,,,,浙江人民,浙江人民,,杭州,7,1976,1版1次,60,40万,0.11,10,25,Ref002:136,单册：玖划,,,将军河歼敌记/出版社：浙江人民/改编：胡霜/绘画：张为民/76年7月1版1次60开/印数：40万定价：0.11元/市场交流价：/9品：10元/10品：25元,PaddlePaddle
顺化怒火,顺化怒火,,改编：集体 绘画：王藩耀,,,改编：集体,集体,改编,绘画：王藩耀,王藩耀,绘画,,,,,,,,,,,,,广东人民,广东人民,,广州,12,1972,1版2次,60,,0.1,20,40,Ref002:136,单册：玖划,,,顺化怒火/出版社：广东人民/改编：集体/绘画：王藩耀/72年12月1版2次60开/印数：未详定价：0.10元/市场交流价：/9品：20元/10品：40元,PaddlePaddle
活愚公,活愚公,,改编：庄宏安 绘画：王仲清,,,改编：庄宏安,庄宏安,改编,绘画：王仲清,王仲清,绘画,,,,,,,,,,,,,上海人民,上海人民,,上海,9,1973,1版1次,60,80万,0.09,25,80,Ref002:136,单册：玖划,,,活愚公/出版社：上海人民/改编：庄宏安/绘画：王仲清/73年9月1版1次60开/印数：80万定价：0.09元/市场交流价：/9品：25元/10品：80元,PaddlePaddle
造船工人志气高,造船工人志气高,,改编：集体 绘画：集体,,,改编：集体,集体,改编,绘画：集体,集体,绘画,,,,,,,,,,,,,上海人民,上海人民,,上海,4,1971,1版1次,60,,0.1,40,180,Ref002:136,单册：玖划,,,造船工人志气高/出版社：上海人民/改编：集体/绘画：集体/71年4月1版1次60开/印数：未详定价：0.10元/市场交流价：/9品：40元/10品：180元,PaddlePaddle
泰山劲松,泰山劲松,,改编：集体 绘画：集体,,,改编：集体,集体,改编,绘画：集体,集体,绘画,,,,,,,,,,,,,人民美术,人民美术,,,5,1972,2版1次,60,,0.1,25,80,Ref002:136,单册：玖划,,,泰山劲松/出版社：人民美术/改编：集体/绘画：集体/72年5月2版1次60开/印数：未详定价：0.10元/市场交流价：/9品：25元/10品：80元,PaddlePaddle
映山红,映山红,,改编：集体 绘画：邓子敬等,,,改编：集体,集体,改编,绘画：邓子敬,邓子敬,绘画,绘画：等,等,绘画,,,,,,,,,,广东人民,广东人民,,广州,6,1975,1版1次,60,,0.12,25,50,Ref002:136,单册：玖划,,,映山红/出版社：广东人民/改编：集体/绘画：邓子敬等/75年6月1版1次60开/印数：未详定价：0.12元/市场交流价：/9品：25元/10品：50元,PaddlePaddle
钟泮芳,钟泮芳,,改编：刘启端 绘画：刘启端,,,改编：刘启端,刘启端,改编,绘画：刘启端,刘启端,绘画,,,,,,,,,,,,,广东人民,广东人民,,广州,2,1976,1版1次,60,,0.07,30,60,Ref002:137,单册：玖划,,,钟泮芳/出版社：广东人民/改编：刘启端/绘画：刘启端/76年2月1版1次60开/印数：未详定价：0.07元/市场交流价：/9品：30元/10品：60元,PaddlePaddle
剑门山区大寨花,剑门山区大寨花,,改编：集体 绘画：集体,,,改编：集体,集体,改编,绘画：集体,集体,绘画,,,,,,,,,,,,,四川人民,四川人民,,成都,3,1972,1版1次,60,,0.12,60,200,Ref002:137,单册：玖划,,,剑门山区大寨花/出版社：四川人民/改编：集体/绘画：集体/72年3月1版1次60开/印数：未详定价：0.12元/市场交流价：/9品：60元/10品：200元,PaddlePaddle
威震爷台山,威震爷台山,,编者：陆岩石 绘画：西民,,,编者：陆岩石,陆岩石,编者,绘画：西民,西民,绘画,,,,,,,,,,,,,人民美术,人民美术,,,2,1974,1版1次,64,400万,0.1,8,20,Ref002:137,单册：玖划,,,威震爷台山/出版社：人民美术/编者：陆岩石/绘画：西民/74年2月1版1次64开/印数：400万定价：0.10元/市场交流价：/9品：8元/10品：20元,PaddlePaddle
种子金灿灿,种子金灿灿,,改编：李葆青 绘画：邓二龙翁文忠,,,改编：李葆青,李葆青,改编,绘画：邓二龙,邓二龙,绘画,绘画：翁文忠,翁文忠,绘画,,,,,,,,,,天津人民,天津人民,,天津,4,1975,1版1次,64,,0.09,8,20,Ref002:137,单册：玖划,,,种子金灿灿/出版社：天津人民/改编：李葆青/绘画：邓二龙翁文忠/75年4月1版1次64开/印数：未详定价：0.09元/市场交流价：/9品：8元/10品：20元,PaddlePaddle
剑,剑,,改编：杨佩瑾 绘画：黄席珍,,,改编：杨佩瑾,杨佩瑾,改编,绘画：黄席珍,黄席珍,绘画,,,,,,,,,,,,,江西人民,江西人民,,南昌,3,1976,1版1次,60,50万,0.2,8,15,Ref002:137,单册：玖划,,,剑/出版社：江西人民/改编：杨佩瑾/绘画：黄席珍/76年3月1版1次60开/印数：50万定价：0.20元/市场交流价：/9品：8元/10品：15元,PaddlePaddle
柳下跖怒斥“盗丘”,柳下跖怒斥“盗丘”,,改编：集体 绘画：集体,,,改编：集体,集体,改编,绘画：集体,集体,绘画,,,,,,,,,,,,,浙江人民,浙江人民,,杭州,8,1974,1版1次,60,12万,0.18,30,80,Ref002:137,单册：玖划,,,柳下跖怒斥“盗丘”/出版社：浙江人民/改编：集体/绘画：集体/74年8月1版1次60开/印数：12万定价：0.18元/市场交流价：/9品：30元/10品：80元,PaddlePaddle
保卫延安（上下）,保卫延安,（上下）,改编：范成璋 绘画：雷德祖雷似祖,,,改编：范成璋,范成璋,改编,绘画：雷德祖,雷德祖,绘画,绘画：雷似祖,雷似祖,绘画,,,,,,,,,,浙江人民美术,浙江人民美术,,杭州,7,1984,1版1次,64,18万,0.23,80,150,Ref002:137,单册：玖划,,,保卫延安（上下）/出版社：浙江人民美术/改编：范成璋/绘画：雷德祖雷似祖/84年7月1版1次64开/印数：18万定价：0.23元/市场交流价：/9品：80元/10品：150元,PaddlePaddle
保卫延安（上下）,保卫延安,（上下）,改编：冯复加 绘画：候德钊赵建明,,,改编：冯复加,冯复加,改编,绘画：候德钊,候德钊,绘画,绘画：赵建明,赵建明,绘画,,,,,,,,,,人民美术,人民美术,,,11,1982,1版1次,64,50万,0.22,25,40,Ref002:137,单册：玖划,,,2/保卫延安（上下）/出版社：人民美术/改编：冯复加/绘画：候德钊赵建明/82年11月1版1次64开/印数：50万定价：0.22元/市场交流价：/9品：25元/10品：40元,PaddlePaddle
赵一曼,赵一曼,,改编：廖洁 绘画：雷贞恕,,,改编：廖洁,廖洁,改编,绘画：雷贞恕,雷贞恕,绘画,,,,,,,,,,,,,四川少年儿童,四川少年儿童,,成都,7,1982,1版1次,64,28.06万,0.12,10,15,Ref002:138,单册：玖划,,,赵一曼/出版社：四川少年儿童/改编：廖洁/绘画：雷贞恕/82年7月1版1次64开/印数：28.06万 定价：0.12元/市场交流价：/9品：10元/10品：15元,PaddlePaddle
赵一曼,赵一曼,,改编：北辰 绘画：姚洪斌,,,改编：北辰,北辰,改编,绘画：姚洪斌,姚洪斌,绘画,,,,,,,,,,,,,吉林美术,吉林美术,,长春,3,1985,1版1次,64,5.58万,0.3,20,35,Ref002:138,单册：玖划,,,赵一曼/出版社：吉林美术/改编：北辰/绘画：姚洪斌/85年3月1版1次64开/印数：5.58万定价：0.30元/市场交流价：/9品：20元/10品：35元,PaddlePaddle
赵春娥,赵春娥,,改编：张若愚 绘画：段文斌,,,改编：张若愚,张若愚,改编,绘画：段文斌,段文斌,绘画,,,,,,,,,,,,,中州书画社,中州书画社,,郑州,11,1982,1版1次,64,6.7万,0.18,15.元[sic.],30,Ref002:138,单册：玖划,,Price_sic.,赵春娥/出版社：中州书画社/改编：张若愚/绘画：段文斌/82年11月1版1次64开/印数：6.7万定价：0.18元/市场交流价：/9品：15.元/10品：30元,PaddlePaddle
赵春娥,赵春娥,,改编：李景宏等 绘画：胡若军管齐骏,,,改编：李景宏,李景宏,改编,改编：等,等,改编,绘画：胡若军,胡若军,绘画,绘画：管齐骏,管齐骏,绘画,,,,,,,上海人民美术,上海人民美术,,上海,12,1982,1版1次,64,6.5万,0.16,20,30,Ref002:138,单册：玖划,,,赵春娥/出版社：上海人民美术/改编：李景宏等/绘画：胡若军 管齐骏/82年12月1版1次64开/印数：6.5万定价：0.16元/市场交流价：/9品：20元/10品：30元,PaddlePaddle
骆驼祥子,骆驼祥子,,改编：吴文焕 绘画：毛震耀,,,改编：吴文焕,吴文焕,改编,绘画：毛震耀,毛震耀,绘画,,,,,,,,,,,,,上海人民美术,上海人民美术,,上海,4,1984,1版1次,64,9.2万,0.32,40,80,Ref002:138,单册：玖划,,,骆驼祥子/出版社：上海人民美术/改编：吴文焕/绘画：毛震耀/84年4月1版1次64开/印数：9.2万定价：0.32元/市场交流价：/9品：40元/10品：80元,PaddlePaddle
骆驼祥子,骆驼祥子,,改编：小戈 绘画：关景宇赵宝林,,,改编：小戈,小戈,改编,绘画：关景宇,关景宇,绘画,绘画：赵宝林,赵宝林,绘画,,,,,,,,,,天津人民美术,天津人民美术,,天津,9,1982,1版1次,64,25.1万,0.21,25,40,Ref002:138,单册：玖划,,,骆驼祥子/出版社：天津人民美术/改编：小戈/绘画：关景宇赵宝林/82年9月1版1次64开/印数：25.1万定价：0.21元/市场交流价：/9品：25元/10品：40元,PaddlePaddle
骆驼祥子,骆驼祥子,,改编：陈述 绘画：孙大钧,,,改编：陈述,陈述,改编,绘画：孙大钧,孙大钧,绘画,,,,,,,,,,,,,辽宁美术,辽宁美术,,沈阳,4,1982,1版1次,64,40.1万,0.23,15,20,Ref002:138,单册：玖划,,,骆驼祥子/出版社：辽宁美术/改编：陈述/绘画：孙大钧/82年4月1版1次64开/印数：40.1万定价：0.23元/市场交流价：/9品：15元/10品：20元,PaddlePaddle
城头就义,城头就义,,改编：羽新 绘画：陈北,,,改编：羽新,羽新,改编,绘画：陈北,陈北,绘画,,,,,,,,,,,,,内蒙古人民,内蒙古人民,,呼和浩特市,10,1984,1版1次,64,19.1万,0.14,5,10,Ref002:138,单册：玖划,,,城头就义/出版社：内蒙古人民/改编：羽新/绘画：陈北/84年10月1版1次64开/印数：19.1万定价：0.14元/市场交流价：/9品：5元/10品：10元,PaddlePaddle
秋瑾,秋瑾,,改编：吴戈 绘画：吴山明刘国辉,,,改编：吴戈,吴戈,改编,绘画：吴山明,吴山明,绘画,绘画：刘国辉,刘国辉,绘画,,,,,,,,,,人民美术,人民美术,,,4,1980,1版1次,60,63万,0.25,40,80,Ref002:139,单册：玖划,,,秋瑾/出版社：人民美术/改编：吴戈/绘画：吴山明刘国辉/80年4月1版1次60开/印数：63万定价：0.25元/市场交流价：/9品：40元/10品：80元,PaddlePaddle
秋瑾,秋瑾,,改编：培绪等 绘画：郭荣,,,改编：培绪,培绪,改编,改编：等,等,改编,绘画：郭荣,郭荣,绘画,,,,,,,,,,江苏人民,江苏人民,,南京,2,1979,1版1次,64,40万,0.12,15,25,Ref002:139,单册：玖划,,,秋瑾/出版社：江苏人民/改编：培绪等/绘画：郭荣/79年2月1版1次64开/印数：40万定价：0.12元/市场交流价：/9品：15元/10品：25元,PaddlePaddle
秋瑾,秋瑾,,改编：集体 绘画：高适,,,改编：集体,集体,改编,绘画：高适,高适,绘画,,,,,,,,,,,,,辽宁美术,辽宁美术,,沈阳,,1980,1版1次,64,10万,,50,100,Ref002:139,单册：玖划,,,秋瑾/出版社：辽宁美术/改编：集体/绘画：高适/80年1版1次64开/印数：10万/市场交流价：/9品：50元/10品：100元,PaddlePaddle
祝福,祝福,,改编：集体 绘画：永祥,,,改编：集体,集体,改编,绘画：永祥,永祥,绘画,,,,,,,,,,,,,人民美术,人民美术,,,3,1974,1版1次,60,200万,0.1,10,20,Ref002:139,单册：玖划,,,祝福/出版社：人民美术/改编：集体/绘画：永祥/74年3月1版1次60开/印数：200万定价：0.10元/市场交流价：/9品：10元/10品：20元,PaddlePaddle
洪湖赤卫队,洪湖赤卫队,,改编：高援 绘画：张景祥,,,改编：高援,高援,改编,绘画：张景祥,张景祥,绘画,,,,,,,,,,,,,辽宁人民,辽宁人民,,沈阳,12,1977,1版1次,64,20万,0.2,80,150,Ref002:139,单册：玖划,,,洪湖赤卫队/出版社：辽宁人民/改编：高援/绘画：张景祥/77年12月1版1次64开/印数：20万定价：0.20元/市场交流价：/9品：80元/10品：150元,PaddlePaddle
洪湖赤卫队,洪湖赤卫队,,改编：何溶 绘画：曹小强等,,,改编：何溶,何溶,改编,绘画：曹小强,曹小强,绘画,绘画：等,等,绘画,,,,,,,,,,人民美术,人民美术,,,2,1978,1版1次,64,50万,0.14,15,20,Ref002:139,单册：玖划,,,洪湖赤卫队/出版社：人民美术/改编：何溶/绘画：曹小强等/78年2月1版1次64开/印数：50万定价：0.14元/市场交流价：/9品：15元/10品：20元,PaddlePaddle
洪湖风云,洪湖风云,,改编：石景林 绘画：柏芳景,,,改编：石景林,石景林,改编,绘画：柏芳景,柏芳景,绘画,,,,,,,,,,,,,辽宁美术,辽宁美术,,沈阳,6,1980,1版1次,64,12万,0.16,5,15,Ref002:139,单册：玖划,,,洪湖风云/出版社：辽宁美术/改编：石景林/绘画：柏芳景/80年6月1版1次64开/印数：12万定价：0.16元/市场交流价：/9品：5元/10品：15元,PaddlePaddle
洪湖风云,洪湖风云,,改编：石景林 绘画：柏芳景,,,改编：石景林,石景林,改编,绘画：柏芳景,柏芳景,绘画,,,,,,,,,,,,,辽宁美术,辽宁美术,,沈阳,12,1982,1版2次,64,25.75万,0.16,5,10,Ref002:139,单册：玖划,,,洪湖风云/出版社：辽宁美术/改编：石景林/绘画：柏芳景/82年12月1版2次64开/印数：25.75万 定价：0.16元/市场交流价：/9品：5元/10品：10元,PaddlePaddle
贺龙在湘鄂西,贺龙在湘鄂西,,改编：李晴 绘画：曾晓浒等,,,改编：李晴,李晴,改编,绘画：曾晓浒,曾晓浒,绘画,绘画：等,等,绘画,,,,,,,,,,上海人民美术,上海人民美术,,上海,4,1982,1版2次,64,100万,0.16,20,35,Ref002:140,单册：玖划,1版,,贺龙在湘鄂西/出版社：上海人民美术/改编：李晴/绘画：曾晓浒等/82年4月1版2次64开/印数：100万定价：0.16元/市场交流价：/9品：20元/10品：35元,PaddlePaddle
怒火,怒火,,改编：段剑秋等 绘画：黄万才,,,改编：段剑秋,段剑秋,改编,改编：等,等,改编,绘画：黄万才,黄万才,绘画,,,,,,,,,,黑龙江人民,黑龙江人民,,哈尔滨,5,1977,1版1次,64,25万,0.1,10,20,Ref002:140,单册：玖划,,,怒火/出版社：黑龙江人民/改编：段剑秋等/绘画：黄万才/77年5月1版1次64开/印数：25万定价：0.10元/市场交流价：/9品：10元/10品：20元,PaddlePaddle
怒火,怒火,,改编：笃才 绘画：吕景富,,,改编：笃才,笃才,改编,绘画：吕景富,吕景富,绘画,,,,,,,,,,,,,天津人民美术,天津人民美术,,天津,9,1977,1版2次,64,,0.11,8,15,Ref002:140,单册：玖划,1版,,怒火/出版社：天津人民美术/改编：笃才/绘画：吕景富/77年9月1版2次64开/印数：未详定价：0.11元/市场交流价：/9品：8元/10品：15元,PaddlePaddle
皇姑屯事件前后,皇姑屯事件前后,,改编：赵吉南 绘画：卢恺等,,,改编：赵吉南,赵吉南,改编,绘画：卢恺,卢恺,绘画,绘画：等,等,绘画,,,,,,,,,,广西人民,广西人民,,南宁,3,1988,1版1次,64,2.07万,0.65,8,15,Ref002:140,单册：玖划,,,皇姑屯事件前后/出版社：广西人民/改编：赵吉南/绘画：卢恺等/88年3月1版1次64开/印数：2.07万定价：0.65元/市场交流价：/9品：8元/10品：15元,PaddlePaddle
革命母亲夏娘娘,革命母亲夏娘娘,,改编：黄钢 绘画：马海方,,,改编：黄钢,黄钢,改编,绘画：马海方,马海方,绘画,,,,,,,,,,,,,人民美术,人民美术,,,2,1985,1版1次,60,14.2万,0.28,15,25,Ref002:140,单册：玖划,,,0/革命母亲夏娘娘/出版社：人民美术/改编：黄钢/绘画：马海方/85年2月1版1次60开/印数：14.2万定价：0.28元/市场交流价：/9品：15元/10品：25元,PaddlePaddle
故人,故人,,改编：陈多等 绘画：雷德祖,,,改编：陈多,陈多,改编,改编：等,等,改编,绘画：雷德祖,雷德祖,绘画,,,,,,,,,,广西人民,广西人民,,南宁,8,1983,1版1次,64,4.6万,0.15,20,30,Ref002:140,单册：玖划,,Sic._Author_Core_1,故人/出版社：广西人民/改编：陈多等/绘画：雷德祖/83年8月1版1次64开/印数：4.6万定价：0.15元/市场交流价：/9品：20元/10品：30元,PaddlePaddle
神医传奇,神医传奇,,改编：江珑 绘画：王美芳等,,,改编：江珑,江珑,改编,绘画：王美芳,王美芳,绘画,绘画：等,等,绘画,,,,,,,,,,安徽美术,安徽美术,,合肥,8,1985,1版1次,64,5万,0.43,8,20,Ref002:140,单册：玖划,,,神医传奇/出版社：安徽美术/改编：江珑/绘画：王美芳等/85年8月1版1次64开/印数：5万定价：0.43元/市场交流价：/9品：8元/10品：20元,PaddlePaddle
草上飞,草上飞,,改编：思佳 绘画：罗盘,,,改编：思佳,思佳,改编,绘画：罗盘,罗盘,绘画,,,,,,,,,,,,,上海人民美术,上海人民美术,,上海,12,1983,2版17次,60,101.5万,0.12,70,150,Ref002:140,单册：玖划,,,草上飞/出版社：上海人民美术/改编：思佳/绘画：罗盘/83年12月2版17次60开/印数：101.5万定价：0.12元/市场交流价：/9品：70元/10品：150元,PaddlePaddle
战俘,战俘,,改编：高殿春 绘画：陈水远,,,改编：高殿春,高殿春,改编,绘画：陈水远,陈水远,绘画,,,,,,,,,,,,,天津人民美术,天津人民美术,,天津,3,1983,1版1次,64,22万,0.14,5,10,Ref002:141,单册：玖划,,,战俘/出版社：天津人民美术/改编：高殿春/绘画：陈水远/83年3月1版1次64开/印数：22万定价：0.14元/市场交流价：/9品：5元/10品：10元,PaddlePaddle
战火中的少年,战火中的少年,,改编：郑子铭 绘画：李舒云俞梦彦,,,改编：郑子铭,郑子铭,改编,绘画：李舒云,李舒云,绘画,绘画：俞梦彦,俞梦彦,绘画,,,,,,,,,,福建人民,福建人民,,福州,6,1980,1版1次,64,23.43万,0.1,8,15,Ref002:141,单册：玖划,,,战火中的少年/出版社：福建人民/改编：郑子铭/绘画：李舒云俞梦彦/80年6月1版1次64开/印数：23.43万定价0.10元/市场交流价：/9品：8元/10品：15元,PaddlePaddle
战上海,战上海,,改编：林凯新 绘画：罗盘,,,改编：林凯新,林凯新,改编,绘画：罗盘,罗盘,绘画,,,,,,,,,,,,,上海人民美术,上海人民美术,,上海,10,1978,2版8次,64,131万,0.19,120,250,Ref002:141,单册：玖划,,,战上海/出版社：上海人民美术/改编：林凯新/绘画：罗盘/78年10月2版8次64开/印数：131万定价0.19元/市场交流价：/9品：120元/10品：250元,PaddlePaddle
战斗在东方（上下）,战斗在东方,（上下）,改编：汪茂永何维球 绘画：吴凯丁新媛,,,改编：汪茂永,汪茂永,改编,改编：何维球,何维球,改编,绘画：吴凯,吴凯,绘画,绘画：丁新媛,丁新媛,绘画,,,,,,,安徽人民,安徽人民,,合肥,7,1983,1版1次,64,,0.42,18,25,Ref002:141,单册：玖划,,,战斗在东方(上下)/出版社：安徽人民/改编：汪茂永何维球/绘画：吴凯丁新媛/83年7月1版1次64开/印数：未详定价0.42元/市场交流价：/9品：18元/10品：25元,PaddlePaddle
战斗在敌人心脏里,战斗在敌人心脏里,,改编：范若由 绘画：金奎,,,改编：范若由,范若由,改编,绘画：金奎,金奎,绘画,,,,,,,,,,,,,上海人民美术,上海人民美术,,上海,12,1980,1版1次,64,111万,0.18,10,25,Ref002:141,单册：玖划,,,战斗在敌人心脏里/出版社：上海人民美术/改编：范若由/绘画：金奎/80年12月1版1次64开/印数：111万定价：0.18元/市场交流价：/9品：10元/10品：25元,PaddlePaddle
耍狮人传奇,耍狮人传奇,,改编：栾惠民 绘画：蔺宝钢,,,改编：栾惠民,栾惠民,改编,绘画：蔺宝钢,蔺宝钢,绘画,,,,,,,,,,,,,青海人民,青海人民,,西宁,5,1986,1版1次,64,7460[sic.],0.3,10,20,Ref002:141,单册：玖划,,Print_run_sic. ,耍狮人传奇/出版社：青海人民/改编：栾惠民/绘画：蔺宝钢/86年5月1版1次64开/印数：7460定价：0.30元/市场交流价：/9品：10元/10品：20元,PaddlePaddle
战火催春（上下）,战火催春,（上下）,改编：孙家玉 绘画：张宝蔚,,,改编：孙家玉,孙家玉,改编,绘画：张宝蔚,张宝蔚,绘画,,,,,,,,,,,,,江苏人民,江苏人民,,南京,11,1978,1版1次,64,,0.18,20（全套）,50,Ref002:141,单册：玖划,,,战火催春(上下)/出版社：江苏人民/改编：孙家玉/绘画：张宝蔚/78年11月1版1次64开/印数：未详定价：0.18元/市场交流价：/9品：20元（全套）/10品：50元,PaddlePaddle
战火中的青春,战火中的青春,,改编：庄宏安 绘画：罗兴,,,改编：庄宏安,庄宏安,改编,绘画：罗兴,罗兴,绘画,,,,,,,,,,,,,上海人民美术,上海人民美术,,上海,1,1984,2版5次,60,79万,0.2,60,120,Ref002:141,单册：玖划,,,C 战火中的青春/出版社：上海人民美术/改编：庄宏安/绘画：罗兴/84年1月2版5次60开/印数：79万定价：0.20元/市场交流价：/9品：60元/10品：120元,PaddlePaddle
春蚕,春蚕,,改编：吴秾 绘画：韩和平,,,改编：吴秾,吴秾,改编,绘画：韩和平,韩和平,绘画,,,,,,,,,,,,,上海人民美术,上海人民美术,,上海,8,1984,1版1次,64,10.1万,0.17,40,90,Ref002:142,单册：玖划,,,春蚕/出版社：上海人民美术/改编：吴侬/绘画：韩和平/84年8月1版1次64开/印数：10.1万定价：0.17元/市场交流价：/9品：40元/10品：90元,PaddlePaddle
钢铁边防线,钢铁边防线,,改编：刘维仁 绘画：何振浮张永新等,,,改编：刘维仁,刘维仁,改编,绘画：何振浮,何振浮,绘画,绘画：张永新,张永新,绘画,绘画：等,等,绘画,,,,,,,辽宁人民,辽宁人民,,沈阳,8,1977,1版1次,64,30万,0.09,5,15,Ref002:142,单册：玖划,,,钢铁边防线/出版社：辽宁人民/改编：刘维仁/绘画：何振浮张永新等/77年8月1版1次64开/印数：30万定价：0.09元/市场交流价：/9品：5元/10品：15元,PaddlePaddle
窃国大盗,窃国大盗,,改编：贾秉恒 绘画：王征,,,改编：贾秉恒,贾秉恒,改编,绘画：王征,王征,绘画,,,,,,,,,,,,,河北美术,河北美术,,石家庄,7,1984,1版1次,64,21.3万,0.24,15,25,Ref002:142,单册：玖划,,,窃国大盗/出版社：河北美术/改编：贾秉恒/绘画：王征/84年7月1版1次64开/印数：21.3万定价：0.24元/市场交流价：/9品：15元/10品：25元,PaddlePaddle
通向延安的路,通向延安的路,,改编：陈梅鼎 绘画：王纯言,,,改编：陈梅鼎,陈梅鼎,改编,绘画：王纯言,王纯言,绘画,,,,,,,,,,,,,上海人民美术,上海人民美术,,上海,7,1980,1版1次,64,25万,0.11,15,25,Ref002:142,单册：玖划,,,通向延安的路/出版社：上海人民美术/改编：陈梅鼎/绘画：王纯言/80年7月1版1次64开/印数：25万定价：0.11元/市场交流价：/9品：15元/10品：25元,PaddlePaddle
豹子湾战斗,豹子湾战斗,,改编：刘维仁 绘画：李宁远,,,改编：刘维仁,刘维仁,改编,绘画：李宁远,李宁远,绘画,,,,,,,,,,,,,辽宁美术,辽宁美术,,沈阳,3,1980,1版1次,64,9万,0.21,30,60,Ref002:142,单册：玖划,,,豹子湾战斗/出版社：辽宁美术/改编：刘维仁/绘画：李宁远/80年3月1版1次64开/印数：9万定价：0.21元/市场交流价：/9品：30元/10品：60元,PaddlePaddle
恽代英,恽代英,,改编：翼然童仆 绘画：章亦,,,改编：翼然,翼然,改编,改编：童仆,童仆,改编,绘画：章亦,章亦,绘画,,,,,,,,,,四川少年,四川少年,,成都,6,1985,1版1次,64,2.14万,0.3,20,30,Ref002:142,单册：玖划,,Sic._Author_Core_2,恽代英/出版社：四川少年/改编：翼然童仆/绘画：章亦/85年6月1版1次64开/印数：2.14万定价：0.30元/市场交流价：/9品：20元/10品：30元,PaddlePaddle
耍猴阿虎,耍猴阿虎,,改编：林明远李松安 绘画：孙恩道,,,改编：林明远,林明远,改编,改编：李松安,李松安,改编,绘画：孙恩道,孙恩道,绘画,,,,,,,,,,湖北美术,湖北美术,,武汉,11,1984,1版1次,64,27.05万,0.32,15,25,Ref002:142,单册：玖划,,,耍猴阿虎/出版社：湖北美术/改编：林明远李松安/绘画：孙恩道/84年11月1版1次64开/印数：27.05万定价：0.32元/市场交流价：/9品：15元/10品：25元,PaddlePaddle
哑巴伙计,哑巴伙计,,改编：杰锋 绘画：张品操,,,改编：杰锋,杰锋,改编,绘画：张品操,张品操,绘画,,,,,,,,,,,,,上海人民美术,上海人民美术,,上海,5,1979,1版1次,64,50万,0.15,15,30,Ref002:142,单册：玖划,,,哑巴伙计/出版社：上海人民美术/改编：杰锋/绘画：张品操/79年5月1版1次64开/印数.：50万定价：0.15元/市场交流价：/9品：15元/10品：30元,PaddlePaddle
枯木逢春,枯木逢春,,改编：田衣 绘画：盛亮贤,,,改编：田衣,田衣,改编,绘画：盛亮贤,盛亮贤,绘画,,,,,,,,,,,,,上海人民美术,上海人民美术,,上海,4,1978,2版7次,64,,0.17,60,150,Ref002:143,单册：玖划,,,枯木逢春/出版社：上海人民美术/改编：田衣/绘画：盛亮贤/78年4月2版7次64开/印数：未详定价：0.17元/市场交流价：/9品：60元/10品：150元,PaddlePaddle
柯棣华大夫,柯棣华大夫,,改编：赵吉南 绘画：余家乐,,,改编：赵吉南,赵吉南,改编,绘画：余家乐,余家乐,绘画,,,,,,,,,,,,,上海人民美术,上海人民美术,,上海,12,1982,1版1次,64,6.3万,0.16,15,30,Ref002:143,单册：玖划,,,柯棣华大夫/出版社：上海人民美术/改编：赵吉南/绘画：余家乐/82年12月1版1次64开/印数：6.3万定价：0.16元/市场交流价：/9品：15元/10品：30元,PaddlePaddle
诱敌计,诱敌计,,改编：王瑞华 绘画：查加伍,,,改编：王瑞华,王瑞华,改编,绘画：查加伍,查加伍,绘画,,,,,,,,,,,,,河北美术,河北美术,,石家庄,5,1985,1版1次,64,22.4万,0.17,15,25,Ref002:143,单册：玖划,,,诱敌计/出版社：河北美术/改编：王瑞华/绘画：查加伍/85年5月1版1次64开/印数：22.4万定价：0.17元/市场交流价：/9品：15元/10品：25元,PaddlePaddle
春来牵牛,春来牵牛,,改编：汪宜蕾 绘画：叶坚铭徐传鑫,,,改编：汪宜蕾,汪宜蕾,改编,绘画：叶坚铭,叶坚铭,绘画,绘画：徐传鑫,徐传鑫,绘画,,,,,,,,,,江苏人民,江苏人民,,南京,4,1979,1版1次,64,30万,0.1,10,20,Ref002:143,单册：玖划,,,春来牵牛/出版社：江苏人民/改编：汪宜蕾/绘画：叶坚铭 徐传鑫/79年4月1版1次64开/印数：30万定价：0.10元/市场交流价：/9品：10元/10品：20元,PaddlePaddle
荒岛擒魔记,荒岛擒魔记,,改编：晨光 绘画：雷德祖,,,改编：晨光,晨光,改编,绘画：雷德祖,雷德祖,绘画,,,,,,,,,,,,,少年儿童,少年儿童,,上海,2,1982,1版1次,64,125万,0.13,10,25,Ref002:143,单册：玖划,,,荒岛擒魔记/出版社：少年儿童/改编：晨光/绘画：雷德祖/82年2月1版1次64开/印数：125万定价：0.13元/市场交流价：/9品：10元/10品：25元,PaddlePaddle
