Title,Title_Core,Title_Extra,Author,Author_Core,Author_Extra,Author_1,Author_Core_1,Author_Role_1,Author_2,Author_Core_2,Author_Role_2,Author_3,Author_Core_3,Author_Role_3,Author_4,Author_Core_4,Author_Role_4,Author_5,Author_Core_5,Author_Role_5,Author_6,Author_Core_6,Author_Role_6,Author_7,Author_Core_7,Author_Role_7,Publisher,Publisher_Location,Publication_Month,Year,Format,Print_Run,Page_Count,Additional_Info,Editorial_Comments,Source,Price,
二万五千里长征,二万五千里长征,,赵伯衡,赵伯衡,,赵伯衡,赵伯衡,,,,,,,,,,,,,,,,,,,,广益,,11,1949,,,,,,Ref004: 1,0.21,
人民英雄刘志丹,人民英雄刘志丹,,董均伦、张文元,董均伦、张文元,,董均伦,董均伦,,张文元,张文元,,,,,,,,,,,,,,,,,大众美术出版社,上海,12,1949,,,,,,Ref004: 1,0.34,
三打祝家庄,三打祝家庄,,,,,,,,,,,,,,,,,,,,,,,,,,民众书局,上海,,1949,,,,,,Ref004: 1,0.12,
三上轿,三上轿,,,,,,,,,,,,,,,,,,,,,,,,,,民众书局,上海,,1949,,,,,,Ref004: 1,0.12,
工人的旗帜赵占魁,工人的旗帜赵占魁,,野夫、江丰,野夫、江丰,,野夫,野夫,,江丰,江丰,,,,,,,,,,,,,,,,,大众美术出版社,上海,11,1949,,,,,,Ref004: 1,0.12,
小姑贤刘保堂,小姑贤刘保堂,,力群刻,力群刻,,力群刻,力群,刻,,,,,,,,,,,,,,,,,,,晨光出版公司,上海,10,1949,,,,,,Ref004: 1,,
与灾荒搏斗,与灾荒搏斗,,陶钝、盾心,陶钝、盾心,,陶钝,陶钝,,盾心,盾心,,,,,,,,,,,,,,,,,教育出版社,上海,12,1949,,,,,,Ref004: 1,0.4,
王秀鸾,王秀鸾,,张令涛、何公超,张令涛、何公超,,张令涛,张令涛,,何公超,何公超,,,,,,,,,,,,,,,,,华东书店,上海,11,1949,,,,,,Ref004: 1,0.3,
丹娘,丹娘,,王景球、徐甫堡,王景球、徐甫堡,,王景球,王景球,,徐甫堡,徐甫堡,,,,,,,,,,,,,,,,,大众美术出版社,上海,10,1949,,,,,,Ref004: 1,0.2,
无坚不摧,无坚不摧,,施展、安林,施展、安林,,施展,施展,,安林,安林,,,,,,,,,,,,,,,,,中南新华,,10,1949,,,,,,Ref004: 1,0.24,
文素臣（上、下册）,文素臣,（上、下册）,张令涛等,张令涛等,,张令涛等,张令涛,,等,等,,,,,,,,,,,,,,,,,上海,,,1949,,,,,,Ref004: 1,,
木兰从军,木兰从军,,马少波,马少波,,马少波,马少波,,,,,,,,,,,,,,,,,,,,华东新华,,12,1949,,,,,,Ref004: 1,0.1,
木兰从军（上、中、下册）,木兰从军,（上、中、下册）,戴玲,戴玲,,戴玲,戴玲,,,,,,,,,,,,,,,,,,,,越伶出版社,上海,3,1949,,,,,,Ref004: 1,,
不要杀他,不要杀他,,野夫、陈烟桥,野夫、陈烟桥,,野夫,野夫,,陈烟桥,陈烟桥,,,,,,,,,,,,,,,,,大众美术出版社,上海,12,1949,,,,,,Ref004: 1,0.22,
不要杀他,不要杀他,,陈江风、何公超,陈江风、何公超,,陈江风,陈江风,,何公超,何公超,,,,,,,,,,,,,,,,,华东书店,上海,11,1949,,,,,,Ref004: 1,0.25,
水上人家（上、中、下册）,水上人家,（上、中、下册）,瞿白音,瞿白音,,瞿白音,瞿白音,,,,,,,,,,,,,,,,,,,,学林,,11,1949,,,,,,Ref004: 1,1.2,
讨血债（上、下册）,讨血债,（上、下册）,严绍唐,严绍唐,,严绍唐,严绍唐,,,,,,,,,,,,,,,,,,,,惜阴,,10,1949,,,,,,Ref004: 1,,
白毛女,白毛女,,武石、徐甫堡,武石、徐甫堡,,武石,武石,,徐甫堡,徐甫堡,,,,,,,,,,,,,,,,,大众美术出版社,上海,11,1949,,,,,,Ref004: 1,0.34,
白毛女,白毛女,,张克,张克,,张克,张克,,,,,,,,,,,,,,,,,,,,苏北新华,,11,1949,,,,,,Ref004: 1,,
白毛女,白毛女,,姜燕,姜燕,,姜燕,姜燕,,,,,,,,,,,,,,,,,,,,知识出版社,北京,12,1949,,,,,,Ref004: 1,0.6,
白毛女,白毛女,,姜燕,姜燕,,姜燕,姜燕,,,,,,,,,,,,,,,,,,,,知识出版社,上海,12,1949,,,,,,Ref004: 1,0.6,
红灯记,红灯记,,平原,平原,,平原,平原,,,,,,,,,,,,,,,,,,,,华东新华,,10,1949,,,,,,Ref004: 1,0.34,
刘巧团圆,刘巧团圆,,韩起祥,韩起祥,,韩起祥,韩起祥,,,,,,,,,,,,,,,,,,,,山东新华,,10,1949,,,,,,Ref004: 1,0.22,
农民血泪,农民血泪,,吴承干、陈光镒,吴承干、陈光镒,,吴承干,吴承干,,陈光镒,陈光镒,,,,,,,,,,,,,,,,,联益社书局,上海,10,1949,,,,,,Ref004: 1,,
动物园,动物园,,哲安,哲安,,哲安,哲安,,,,,,,,,,,,,,,,,,,,教育出版社,上海,12,1949,,,,,,Ref004: 1,0.35,
血海深仇,血海深仇,,杨涵等,杨涵等,,杨涵等,杨涵,,等,等,,,,,,,,,,,,,,,,,山东新华,,10,1949,,11,,,,Ref004: 1,0.25,
血染梅山岛,血染梅山岛,,贺友直,贺友直,,贺友直,贺友直,,,,,,,,,,,,,,,,,,,,上海,,,1949,,,,,,Ref004: 1,,
李闯王（上、下册）,李闯王,（上、下册）,汪玉山,汪玉山,,汪玉山,汪玉山,,,,,,,,,,,,,,,,,,,,泰兴,,10,1949,,,,,,Ref004: 1,0.5,
李闯王,李闯王,,,,,,,,,,,,,,,,,,,,,,,,,,民众书局,上海,,1949,,,,,,Ref004: 1,0.12,
祝福,祝福,,丰子恺,丰子恺,,丰子恺,丰子恺,,,,,,,,,,,,,,,,,,,,万叶书局,上海,,1949,,,,,,Ref004: 1,0.3,
杨桂香,杨桂香,,陶钝、盾心,陶钝、盾心,,陶钝,陶钝,,盾心,盾心,,,,,,,,,,,,,,,,,教育出版社,上海,12,1949,,,,,,Ref004: 1,0.4,
两万五千里长征记,两万五千里长征记,,云磊,云磊,,云磊,云磊,,,,,,,,,,,,,,,,,,,,郑州人民教育馆,,10,1949,,,,,,Ref004: 1,,
孟姜女（上、下册）,孟姜女,（上、下册）,钱笑呆,钱笑呆,,钱笑呆,钱笑呆,,,,,,,,,,,,,,,,,,,,联益社书局,上海,10,1949,,,,,,Ref004: 1,0.34,
鬼变人,鬼变人,,江丰、徐甫堡,江丰、徐甫堡,,江丰,江丰,,徐甫堡,徐甫堡,,,,,,,,,,,,,,,,,大众美术出版社,上海,12,1949,,,,,,Ref004: 1,0.35,
粉红色的炸弹（上、中、下册）,粉红色的炸弹,（上、中、下册）,戴玲,戴玲,,戴玲,戴玲,,,,,,,,,,,,,,,,,,,,越伶出版社,上海,10,1949,,,,,,Ref004: 1,,
热血男儿的故事（三册）,热血男儿的故事,（三册）,陈江风、黄一德,陈江风、黄一德,,陈江风,陈江风,,黄一德,黄一德,,,,,,,,,,,,,,,,,华东,,10,1949,,,,,,Ref004: 1,0.75,
堕落的女性,堕落的女性,,戴玲,戴玲,,戴玲,戴玲,,,,,,,,,,,,,,,,,,,,影谊书局,上海,10,1949,,,,,,Ref004: 1,,
渔夫恨,渔夫恨,,,,,,,,,,,,,,,,,,,,,,,,,,民众书局,上海,,1949,,,,,,Ref004: 1,0.15,
野猪林,野猪林,,,,,,,,,,,,,,,,,,,,,,,,,,民众书局,上海,,1949,,,,,,Ref004: 1,0.12,
揭穿一贯道,揭穿一贯道,,辽东文联筹委会,辽东文联筹委会,,辽东文联筹委会,辽东文联筹委会,,,,,,,,,,,,,,,,,,,,辽东新华,,12,1949,,,,,,Ref004: 1,0.2,
智勇双全,智勇双全,,陈兴华,陈兴华,,陈兴华,陈兴华,,,,,,,,,,,,,,,,,,,,中南新华,,11,1949,,,,,,Ref004: 1,0.27,
逼上梁山,逼上梁山,,集体创作,集体创作,,集体创作,,集体创作,,,,,,,,,,,,,,,,,,,山东新华,,11,1949,,,,,,Ref004: 1,0.23,
鼓风炉旁四十年,鼓风炉旁四十年,,徐甫堡、野夫,徐甫堡、野夫,,徐甫堡,徐甫堡,,野夫,野夫,,,,,,,,,,,,,,,,,大众美术出版社,上海,11,1949,,,,,,Ref004: 1,0.38,
福贵,福贵,,贺友直,贺友直,,贺友直,贺友直,,,,,,,,,,,,,,,,,,,,普及出版社,上海,,1949,,,,,,Ref004: 1,,
摔龙王,摔龙王,,少鲁,少鲁,,少鲁,少鲁,,,,,,,,,,,,,,,,,,,,大众美术出版社,上海,11,1949,,,,,,Ref004: 1,0.38,
窑洞保卫战,窑洞保卫战,,张漾兮,张漾兮,,张漾兮,张漾兮,,,,,,,,,,,,,,,,,,,,大众美术出版社,上海,10,1949,,,,,,Ref004: 1,0.15,
一支生产军,一支生产军,,蔡杰编绘,蔡杰编绘,,蔡杰编绘,蔡杰,编绘,,,,,,,,,,,,,,,,,,,同丰,,11,1950,,,,,,Ref004: 2,0.3,
一百二十九处伤,一百二十九处伤,,莫洛编绘,莫洛编绘,,莫洛编绘,莫洛,编绘,,,,,,,,,,,,,,,,,,,一迅出版社,上海,11,1950,,,,,Flagged_Author_Core_(n)=1,Ref004: 2,0.17,
一门二霸,一门二霸,,李铁生、金戈编绘,李铁生、金戈编绘,,李铁生,李铁生,,金戈编绘,金戈,编绘,,,,,,,,,,,,,,,,华大,,,1950,,,,,,Ref004: 2,0.6,
一封机密信,一封机密信,,江丰等编绘,江丰等编绘,,江丰等编绘,江丰,编绘,等编绘,等,编绘,,,,,,,,,,,,,,,,大众美术出版社,上海,10,1950,,,,,,Ref004: 2,0.38,
一架弹花机,一架弹花机,,祝耘农、陈履平编绘,祝耘农、陈履平编绘,,祝耘农,祝耘农,,陈履平编绘,陈履平,编绘,,,,,,,,,,,,,,,,人民书报供应社,上海,11,1950,,,,,,Ref004: 2,0.32,
一个下贱的女人,一个下贱的女人,,王俊生、黄海澄编绘,王俊生、黄海澄编绘,,王俊生,王俊生,,黄海澄编绘,黄海澄,编绘,,,,,,,,,,,,,,,,华商,,2,1950,,,,,,Ref004: 2,0.3,
一个女人的新生,一个女人的新生,,张鸾编绘,张鸾编绘,,张鸾编绘,张鸾,编绘,,,,,,,,,,,,,,,,,,,实用书局,上海,5,1950,,,,,,Ref004: 2,0.19,
一个女人翻身的故事,一个女人翻身的故事,,孔厥、方生编绘,孔厥、方生编绘,,孔厥,孔厥,,方生编绘,方生,编绘,,,,,,,,,,,,,,,,学林,,7,1950,,,,,,Ref004: 2,0.45,
一个女人翻身的故事,一个女人翻身的故事,,陈江风、黄一德,陈江风、黄一德,,陈江风,陈江风,,黄一德,黄一德,,,,,,,,,,,,,,,,,华东书店,上海,1,1950,,,,,,Ref004: 2,0.3,
一个空白村的变化,一个空白村的变化,,那沙、俞乃大,那沙、俞乃大,,那沙,那沙,,俞乃大,俞乃大,,,,,,,,,,,,,,,,,百成书局,上海,11,1950,,,,,,Ref004: 2,0.33,
一个被压迫的女子,一个被压迫的女子,,陈江风,陈江风,,陈江风,陈江风,,,,,,,,,,,,,,,,,,,,华东书店,上海,4,1950,,,,,,Ref004: 2,0.25,
一个副连长,一个副连长,,王佐英,王佐英,,王佐英,王佐英,,,,,,,,,,,,,,,,,,,,兴华,,11,1950,,,,,,Ref004: 2,0.26,
一个新的城市,一个新的城市,,,,,,,,,,,,,,,,,,,,,,,,,,新华,,9,1950,,,,,,Ref004: 2,1.24,
一只手开荒,一只手开荒,,曹同煜,曹同煜,,曹同煜,曹同煜,,,,,,,,,,,,,,,,,,,,同丰,,9,1950,,,,,,Ref004: 2,0.32,
一连串的故事,一连串的故事,,罗夫、影泉,罗夫、影泉,,罗夫,罗夫,,影泉,影泉,,,,,,,,,,,,,,,,,兄弟图书公司,上海,9,1950,,,,,,Ref004: 2,0.18,
一贯道害死人,一贯道害死人,,田作良,田作良,,田作良,田作良,,,,,,,,,,,,,,,,,,,,太原新华,,10,1950,,10,,,,Ref004: 2,0.1,
一团和气,一团和气,,张国珍、陈惠民,张国珍、陈惠民,,张国珍,张国珍,,陈惠民,陈惠民,,,,,,,,,,,,,,,,,周家,,10,1950,,,,,,Ref004: 2,0.3,
二十年不屈的斗争,二十年不屈的斗争,,蒋萍,蒋萍,,蒋萍,蒋萍,,,,,,,,,,,,,,,,,,,,新连出版社,上海,9,1950,,,,,,Ref004: 2,0.3,
二万五千里长征,二万五千里长征,,黄一德、方炯,黄一德、方炯,,黄一德,黄一德,,方炯,方炯,,,,,,,,,,,,,,,,,华东书店,上海,7,1950,,,,,,Ref004: 2,0.26,
二龙村,二龙村,,凌杏邨、伊任,凌杏邨、伊任,,凌杏邨,凌杏邨,,伊任,伊任,,,,,,,,,,,,,,,,,兴华,,9,1950,,,,,,Ref004: 2,0.3,
十二个月,十二个月,,徐甫堡、吴其柔,徐甫堡、吴其柔,,徐甫堡,徐甫堡,,吴其柔,吴其柔,,,,,,,,,,,,,,,,,群育出版社,上海,8,1950,,,,,,Ref004: 2,0.25,
十九岁的连长,十九岁的连长,,翟强,翟强,,翟强,翟强,,,,,,,,,,,,,,,,,,,,灯塔出版社,上海,3,1950,,,,,,Ref004: 2,0.3,
十年牛马,十年牛马,,赤心、叶子画室,赤心、叶子画室,,赤心,赤心,,叶子画室,叶子画室,,,,,,,,,,,,,,,,,益丰出版社,上海,11,1950,,,,,,Ref004: 2,0.2,
丁甲山,丁甲山,,赵颖、赵三岛,赵颖、赵三岛,,赵颖,赵颖,,赵三岛,赵三岛,,,,,,,,,,,,,,,,,同康书局,上海,12,1950,,,,,,Ref004: 2,0.32,
丁丁游历北京城,丁丁游历北京城,,周镇,周镇,,周镇,周镇,,,,,,,,,,,,,,,,,,,,长征出版社,上海,,1950,,,,,,Ref004: 2,,
七朵花,七朵花,,徐淦、盾心,徐淦、盾心,,徐淦,徐淦,,盾心,盾心,,,,,,,,,,,,,,,,,教育出版社,上海,2,1950,,,,,,Ref004: 2,0.24,
七星子（四册）,七星子,（四册）,徐良士、红叶,徐良士、红叶,,徐良士,徐良士,,红叶,红叶,,,,,,,,,,,,,,,,,联益社书局,上海,,1950,,,,,,Ref004: 2,1.1,
七侠五义（五册）,七侠五义,（五册）,联益社,联益社,,联益社,联益社,,,,,,,,,,,,,,,,,,,,,,,1950,,,,,,Ref004: 2,,
九立功,九立功,,北颿、黎新,北颿、黎新,,北颿,北颿,,黎新,黎新,,,,,,,,,,,,,,,,,灯塔出版社,上海,12,1950,,8,,,,Ref004: 2,0.2,
九死一生,九死一生,,一丁、戈湘岚,一丁、戈湘岚,,一丁,一丁,,戈湘岚,戈湘岚,,,,,,,,,,,,,,,,,灯塔出版社,上海,2,1950,,,,,,Ref004: 2,0.2,
九件衣（上、下册）,九件衣,（上、下册）,梅华,梅华,,梅华,梅华,,,,,,,,,,,,,,,,,,,,联益社书局,上海,1,1950,,,,,,Ref004: 2,0.6,
人小心不小,人小心不小,,黄一德、钱庸,黄一德、钱庸,,黄一德,黄一德,,钱庸,钱庸,,,,,,,,,,,,,,,,,春秋书社等,,11,1950,,,,,,Ref004: 2,0.32,
人民武装平英团,人民武装平英团,,王星北、苏起峰,王星北、苏起峰,,王星北,王星北,,苏起峰,苏起峰,,,,,,,,,,,,,,,,,泰兴,,12,1950,,,,,,Ref004: 2,0.18,
人民的怒吼（上、下册）,人民的怒吼,（上、下册）,赵宏本,赵宏本,,赵宏本,赵宏本,,,,,,,,,,,,,,,,,,,,全球书局,上海,11,1950,,,,,,Ref004: 2,0.65,
人民的儿子,人民的儿子,,凌杏邨、王玉琪,凌杏邨、王玉琪,,凌杏邨,凌杏邨,,王玉琪,王玉琪,,,,,,,,,,,,,,,,,兴华,,9,1950,,,,,,Ref004: 2,0.26,
人民英雄,人民英雄,,姚品章,姚品章,,姚品章,姚品章,,,,,,,,,,,,,,,,,,,,文德书局,上海,6,1950,,,,,,Ref004: 2,0.3,
人民英雄胡铎,人民英雄胡铎,,徐甫堡,徐甫堡,,徐甫堡,徐甫堡,,,,,,,,,,,,,,,,,,,,教育出版社,上海,9,1950,,,,,,Ref004: 2,0.18,
人民英雄刘志丹,人民英雄刘志丹,,董均伦、张文元,董均伦、张文元,,董均伦,董均伦,,张文元,张文元,,,,,,,,,,,,,,,,,昆明新华,,5,1950,,,,,,Ref004: 2,0.25,
人民船工向胜利,人民船工向胜利,,邓守智、蒋萍,邓守智、蒋萍,,邓守智,邓守智,,蒋萍,蒋萍,,,,,,,,,,,,,,,,,泰兴,,7,1950,,,,,,Ref004: 2,0.16,
人地重圆,人地重圆,,徐立森,徐立森,,徐立森,徐立森,,,,,,,,,,,,,,,,,,,,武汉通俗,,12,1950,,,,,,Ref004: 2,0.22,
人勤地不懒,人勤地不懒,,唐斌灿,唐斌灿,,唐斌灿,唐斌灿,,,,,,,,,,,,,,,,,,,,兴华,,12,1950,,,,,,Ref004: 2,0.26,
八年血仇,八年血仇,,汪逸飞、张坡,汪逸飞、张坡,,汪逸飞,汪逸飞,,张坡,张坡,,,,,,,,,,,,,,,,,大方书店,上海,11,1950,,,,,,Ref004: 2,0.32,
八年离乱（三册）,八年离乱,（三册）,蔡楚生,蔡楚生,,蔡楚生,蔡楚生,,,,,,,,,,,,,,,,,,,,百成书局,上海,10,1950,,,,,,Ref004: 2,1.44,
八勇士华山建奇功,八勇士华山建奇功,,黄且为、黎新,黄且为、黎新,,黄且为,黄且为,,黎新,黎新,,,,,,,,,,,,,,,,,灯塔出版社,上海,12,1950,,,,,,Ref004: 2,0.3,
八路军到新解放区,八路军到新解放区,,徐正平,徐正平,,徐正平,徐正平,,,,,,,,,,,,,,,,,,,,教育出版社,上海,3,1950,,,,,,Ref004: 2,,
三上轿（上、下册）,三上轿,（上、下册）,罗仪、祁鸿生,罗仪、祁鸿生,,罗仪,罗仪,,祁鸿生,祁鸿生,,,,,,,,,,,,,,,,,文华书局,上海,5,1950,,,,,,Ref004: 2,,
三毛流浪记（三册）,三毛流浪记,（三册）,张福祺、和颐,张福祺、和颐,,张福祺,张福祺,,和颐,和颐,,,,,,,,,,,,,,,,,中心,,9,1950,,,,,,Ref004: 2,1.44,
三世仇,三世仇,,龚义江、黄仁路,龚义江、黄仁路,,龚义江,龚义江,,黄仁路,黄仁路,,,,,,,,,,,,,,,,,泰记,,12,1950,,,,,,Ref004: 3,0.32,
三打祝家庄（上、下册）,三打祝家庄,（上、下册）,陈丹旭,陈丹旭,,陈丹旭,陈丹旭,,,,,,,,,,,,,,,,,,,,通俗文化,,2,1950,,,,,,Ref004: 3,0.52,
三打祝家庄（上集）,三打祝家庄,（上集）,徐燕孙,徐燕孙,,徐燕孙,徐燕孙,,,,,,,,,,,,,,,,,,,,大众图画出版社,北京,8,1950,,20,,,,Ref004: 3,0.32,
三秃的冤仇,三秃的冤仇,,白刃、徐宏达等,白刃、徐宏达等,,白刃,白刃,,徐宏达等,徐宏达,,等,等,,,,,,,,,,,,,,人民书报供应社,上海,7,1950,,,,,,Ref004: 3,0.56,
三个侦察女英雄,三个侦察女英雄,,谊生、陈江风,谊生、陈江风,,谊生,谊生,,陈江风,陈江风,,,,,,,,,,,,,,,,,益丰出版社,上海,10,1950,,,,,,Ref004: 3,0.22,
三夺红旗,三夺红旗,,潘退厂、李紫霞,潘退厂、李紫霞,,潘退厂,潘退厂,,李紫霞,李紫霞,,,,,,,,,,,,,,,,,久义书局,上海,12,1950,,,,,,Ref004: 3,0.3,
三战小霸王（上、下册）,三战小霸王,（上、下册）,赵三岛,赵三岛,,赵三岛,赵三岛,,,,,,,,,,,,,,,,,,,,东亚书局,上海,,1950,,,,,,Ref004: 3,,
干将莫邪（上、下册）,干将莫邪,（上、下册）,陆之光,陆之光,,陆之光,陆之光,,,,,,,,,,,,,,,,,,,,文德书局,上海,4,1950,,,,,,Ref004: 3,0.6,
工人有力量,工人有力量,,程万里,程万里,,程万里,程万里,,,,,,,,,,,,,,,,,,,,一心,,10,1950,,,,,,Ref004: 3,0.3,
工人和牧师,工人和牧师,,孙明、罗盘,孙明、罗盘,,孙明,孙明,,罗盘,罗盘,,,,,,,,,,,,,,,,,学林,,9,1950,,,,,,Ref004: 3,0.17,
工人张飞虎,工人张飞虎,,冯真等,冯真等,,冯真等,冯真,,等,等,,,,,,,,,,,,,,,,,大众图画出版社,北京,3,1950,,,,,,Ref004: 3,0.3,
工人张飞虎,工人张飞虎,,康濯、冯真等,康濯、冯真等,,康濯,康濯,,冯真等,冯真,,等,等,,,,,,,,,,,,,,新华,,8,1950,,45,,,,Ref004: 3,0.3,
工人旗帜赵占魁,工人旗帜赵占魁,,王鸿、革田,王鸿、革田,,王鸿,王鸿,,革田,革田,,,,,,,,,,,,,,,,,重庆工人,,7,1950,,,,,,Ref004: 3,0.22,
工人模范牛占梅,工人模范牛占梅,,金鼓、徐甫堡,金鼓、徐甫堡,,金鼓,金鼓,,徐甫堡,徐甫堡,,,,,,,,,,,,,,,,,通俗文化,,7,1950,,,,,,Ref004: 3,0.2,
土地,土地,,江丰、邵宇,江丰、邵宇,,江丰,江丰,,邵宇,邵宇,,,,,,,,,,,,,,,,,大众美术出版社,上海,3,1950,,7,,,,Ref004: 3,0.6,
土地中的斗争,土地中的斗争,,蒋萍,蒋萍,,蒋萍,蒋萍,,,,,,,,,,,,,,,,,,,,华明,,12,1950,,,,,,Ref004: 3,0.3,
土改后的大杨庄,土改后的大杨庄,,朱然、张坡,朱然、张坡,,朱然,朱然,,张坡,张坡,,,,,,,,,,,,,,,,,华成,,12,1950,,,,,,Ref004: 3,0.3,
大公无私（上、下册）,大公无私,（上、下册）,徐长智、王玉琪,徐长智、王玉琪,,徐长智,徐长智,,王玉琪,王玉琪,,,,,,,,,,,,,,,,,同联出版社,上海,10,1950,,,,,,Ref004: 3,0.6,
大皮鞋,大皮鞋,,令涛画室,令涛画室,,令涛画室,令涛画室,,,,,,,,,,,,,,,,,,,,儿童良友,,5,1950,,,,,,Ref004: 3,,
大灰狼,大灰狼,,陈学忠等,陈学忠等,,陈学忠等,陈学忠,,等,等,,,,,,,,,,,,,,,,,东北新华,,8,1950,,,,,,Ref004: 3,0.8,
大家的力量,大家的力量,,董林肯等,董林肯等,,董林肯等,董林肯,,等,等,,,,,,,,,,,,,,,,,立化出版社,上海,9,1950,,,,,,Ref004: 3,0.16,
大家喜欢,大家喜欢,,卢世澄、汪玉山,卢世澄、汪玉山,,卢世澄,卢世澄,,汪玉山,汪玉山,,,,,,,,,,,,,,,,,人民书报供应社,上海,5,1950,,,,,,Ref004: 3,0.33,
大家喜欢（上、中、下）,大家喜欢,（上、中、下）,张福祺、程颐,张福祺、程颐,,张福祺,张福祺,,程颐,程颐,,,,,,,,,,,,,,,,,中心,,9,1950,,,,,,Ref004: 3,1.44,
大破铜网阵（一、二、三、四）,大破铜网阵,（一、二、三、四）,赵宏本,赵宏本,,赵宏本,赵宏本,,,,,,,,,,,,,,,,,,,,联益社书局,上海,12,1950,,,,,,Ref004: 3,,
大鱼庄的故事,大鱼庄的故事,,王星北、潘絜兹,王星北、潘絜兹,,王星北,王星北,,潘絜兹,潘絜兹,,,,,,,,,,,,,,,,,北斗出版社,上海,12,1950,,,,,,Ref004: 3,0.25,
大报仇,大报仇,,秦征,秦征,,秦征,秦征,,,,,,,,,,,,,,,,,,,,晨光出版公司,上海,12,1950,,,,,,Ref004: 3,0.3,
大雷雨（上、下册）,大雷雨,（上、下册）,汪静星,汪静星,,汪静星,汪静星,,,,,,,,,,,,,,,,,,,,泰兴,,5,1950,,,,,,Ref004: 3,0.56,
大闹华家庄（上、下册）,大闹华家庄,（上、下册）,王一岛,王一岛,,王一岛,王一岛,,,,,,,,,,,,,,,,,,,,华大,,12,1950,,,,,,Ref004: 3,0.6,
子弟兵和老百姓,子弟兵和老百姓,,曹世琦,曹世琦,,曹世琦,曹世琦,,,,,,,,,,,,,,,,,,,,世琦画室,上海,,1950,,,,,,Ref004: 3,,
上升,上升,,卢汶、高足等,卢汶、高足等,,卢汶,卢汶,,高足等,高足,,等,等,,,,,,,,,,,,,,同丰,,10,1950,,,,,,Ref004: 3,0.32,
上海奇谈哑子说了话,上海奇谈哑子说了话,,唐斌灿,唐斌灿,,唐斌灿,唐斌灿,,,,,,,,,,,,,,,,,,,,兴华,,11,1950,,,,,,Ref004: 3,0.26,
上海新生一年（上、下册）,上海新生一年,（上、下册）,陈章、丁止,陈章、丁止,,陈章,陈章,,丁止,丁止,,,,,,,,,,,,,,,,,教育出版社,上海,11,1950,,,,,,Ref004: 3,0.38,
上海解放号,上海解放号,,文治平,文治平,,文治平,文治平,,,,,,,,,,,,,,,,,,,,泰兴,,8,1950,,,,,,Ref004: 3,0.32,
山河泪（上、中、下册）,山河泪,（上、中、下册）,戴玲,戴玲,,戴玲,戴玲,,,,,,,,,,,,,,,,,,,,美华,,11,1950,,,,,,Ref004: 3,1.2,
小二黑结婚（上、中、下册）,小二黑结婚,（上、中、下册）,方生,方生,,方生,方生,,,,,,,,,,,,,,,,,,,,学林,,9,1950,,,,,,Ref004: 3,1.44,
小二黑结婚（上、下册）,小二黑结婚,（上、下册）,赵树理,赵树理,,赵树理,赵树理,,,,,,,,,,,,,,,,,,,,新中国出版社,上海,1,1950,,,,,,Ref004: 3,0.26,
小二黑结婚,小二黑结婚,,米谷、江丰,米谷、江丰,,米谷,米谷,,江丰,江丰,,,,,,,,,,,,,,,,,大众美术出版社,上海,5,1950,,,,,,Ref004: 3,0.25,
小二黑结婚,小二黑结婚,,徐淦、洪波等,徐淦、洪波等,,徐淦,徐淦,,洪波等,洪波,,等,等,,,,,,,,,,,,,,大众图画出版社,北京,11,1950,,,,,,Ref004: 3,0.32,
小二黑结婚,小二黑结婚,,陈江风,陈江风,,陈江风,陈江风,,,,,,,,,,,,,,,,,,,,华东书店,上海,3,1950,,,,,,Ref004: 3,0.25,
小力笨,小力笨,,徐淦、汪健,徐淦、汪健,,徐淦,徐淦,,汪健,汪健,,,,,,,,,,,,,,,,,育才出版社,上海,12,1950,,,,,,Ref004: 3,0.3,
小丈夫,小丈夫,,李健吾、盾心,李健吾、盾心,,李健吾,李健吾,,盾心,盾心,,,,,,,,,,,,,,,,,教育出版社,上海,2,1950,,,,,,Ref004: 3,0.4,
小心疯狗,小心疯狗,,罗夫、影泉,罗夫、影泉,,罗夫,罗夫,,影泉,影泉,,,,,,,,,,,,,,,,,兄弟图书公司,上海,11,1950,,,,,,Ref004: 3,0.17,
小王五,小王五,,施明德,施明德,,施明德,施明德,,,,,,,,,,,,,,,,,,,,华大,,10,1950,,,,,,Ref004: 3,0.25,
小五义（一、二、三、四、五）,小五义,（一、二、三、四、五）,赵宏本,赵宏本,,赵宏本,赵宏本,,,,,,,,,,,,,,,,,,,,联益社书局,上海,,1950,,,,,,Ref004: 3,,
小四子的好计策,小四子的好计策,,汪健、杨步升,汪健、杨步升,,汪健,汪健,,杨步升,杨步升,,,,,,,,,,,,,,,,,中联书店,天津,10,1950,,,,,,Ref004: 3,0.3,
小共产党员,小共产党员,,曹世琦,曹世琦,,曹世琦,曹世琦,,,,,,,,,,,,,,,,,,,,世琦画室,上海,,1950,,,,,,Ref004: 3,,
小妖怪（上、下册）,小妖怪,（上、下册）,钱笑呆,钱笑呆,,钱笑呆,钱笑呆,,,,,,,,,,,,,,,,,,,,全球书局,上海,7,1950,,,,,,Ref004: 3,0.63,
小英雄雨来,小英雄雨来,,汪健、汪剑虹,汪健、汪剑虹,,汪健,汪健,,汪剑虹,汪剑虹,,,,,,,,,,,,,,,,,益华,,8,1950,,,,,,Ref004: 3,0.3,
小侠三毛（上、下册）,小侠三毛,（上、下册）,梅华,梅华,,梅华,梅华,,,,,,,,,,,,,,,,,,,,全球书局,上海,,1950,,,,,,Ref004: 3,,
