Title,Title_Core,Title_Extra,Author,Author_Core,Author_Extra,Author_1,Author_Core_1,Author_Role_1,Author_2,Author_Core_2,Author_Role_2,Author_3,Author_Core_3,Author_Role_3,Author_4,Author_Core_4,Author_Role_4,Author_5,Author_Core_5,Author_Role_5,Author_6,Author_Core_6,Author_Role_6,Author_7,Author_Core_7,Author_Role_7,Publisher,Publisher_Location,Publication_Month,Year,Format,Print_Run,Page_Count,Additional_Info,Editorial_Comments,Source,Price,
青年人的本色,青年人的本色,,张冠军改编、刘廷相、余振州绘,张冠军改编、刘廷相、余振州绘,,张冠军改编,张冠军,改编,刘廷相,刘廷相,,余振州绘,余振州,绘,,,,,,,,,,,,,辽宁美术出版社,沈阳,,1960,60,15,,,,Ref004: 353,0.12,
郑全斌的故事,郑全斌的故事,,姜恒顺改编、姚洪发绘,姜恒顺改编、姚洪发绘,,姜恒顺改编,姜恒顺,改编,姚洪发绘,姚洪发,绘,,,,,,,,,,,,,,,,辽宁美术出版社,沈阳,,1960,60,8,,,,Ref004: 353,0.1,
钢人鲁佛祥,钢人鲁佛祥,,丹情改编、宋树田等绘,丹情改编、宋树田等绘,,丹情改编,丹情,改编,宋树田等绘,宋树田,绘,等绘,等,绘,,,,,,,,,,,,,辽宁美术出版社,沈阳,,1960,60,8.5,,,Flagged_Author_Core_(n)=1,Ref004: 353,0.08,
星星火炬,星星火炬,,艾英改编、李臻绘图,艾英改编、李臻绘图,,艾英改编,艾英,改编,李臻绘图,李臻,绘图,,,,,,,,,,,,,,,,辽宁美术出版社,沈阳,,1960,60,30,,,"Flagged_Author_Core_(n)=1,2",Ref004: 353,0.14,
扁鹊,扁鹊,,杨仁凯改编、屠全枫绘,杨仁凯改编、屠全枫绘,,杨仁凯改编,杨仁凯,改编,屠全枫绘,屠全枫,绘,,,,,,,,,,,,,,,,辽宁美术出版社,沈阳,,1960,60,52,,,,Ref004: 353,0.11,
牵牛花的来历,牵牛花的来历,,王岩改编、丁毅绘,王岩改编、丁毅绘,,王岩改编,王岩,改编,丁毅绘,丁毅,绘,,,,,,,,,,,,,,,,辽宁美术出版社,沈阳,,1960,60,40,,,Flagged_Author_Core_(n)=1,Ref004: 353,0.08,
草原骑踪,草原骑踪,,宋文光改编、王恩盛绘,宋文光改编、王恩盛绘,,宋文光改编,宋文光,改编,王恩盛绘,王恩盛,绘,,,,,,,,,,,,,,,,辽宁美术出版社,沈阳,,1960,60,,,,,Ref004: 353,0.23,
顺昌会战,顺昌会战,,昕观改编、杨青华、杨文华绘,昕观改编、杨青华、杨文华绘,,昕观改编,昕观,改编,杨青华,杨青华,,杨文华绘,杨文华,绘,,,,,,,,,,,,,辽宁美术出版社,沈阳,,1960,60,85,,,Flagged_Author_Core_(n)=1,Ref004: 353,0.19,
羞皇岛,羞皇岛,,梁莹舫改编、水天宏、惠玲绘,梁莹舫改编、水天宏、惠玲绘,,梁莹舫改编,梁莹舫,改编,水天宏,水天宏,,惠玲绘,惠玲,绘,,,,,,,,,,,,,辽宁美术出版社,沈阳,,1960,60,100,,,Flagged_Author_Core_(n)=3,Ref004: 354,0.15,
谁光荣,谁光荣,,苗波改编、刘廷相绘,苗波改编、刘廷相绘,,苗波改编,苗波,改编,刘廷相绘,刘廷相,绘,,,,,,,,,,,,,,,,辽宁美术出版社,沈阳,,1960,60,30,,,Flagged_Author_Core_(n)=1,Ref004: 354,0.14,
徐学惠,徐学惠,,潘彩英、于非改编、孙文超绘,潘彩英、于非改编、孙文超绘,,潘彩英,潘彩英,,于非改编,于非,改编,孙文超绘,孙文超,绘,,,,,,,,,,,,,辽宁美术出版社,沈阳,,1960,60,50,,,,Ref004: 354,0.12,
聂银初,聂银初,,夏必义、唐玉清改编、栾福祥绘,夏必义、唐玉清改编、栾福祥绘,,夏必义,夏必义,,唐玉清改编,唐玉清,改编,栾福祥绘,栾福祥,绘,,,,,,,,,,,,,辽宁美术出版社,沈阳,,1960,60,,,,,Ref004: 354,0.09,
瓷娃娃,瓷娃娃,,施琦平编绘,施琦平编绘,,施琦平编绘,施琦平,编绘,,,,,,,,,,,,,,,,,,,辽宁美术出版社,沈阳,,1960,60,40,,,,Ref004: 354,0.17,
破浪追踪,破浪追踪,,丹陵改编、王通、陆禧逵绘,丹陵改编、王通、陆禧逵绘,,丹陵改编,丹陵,改编,王通,王通,,陆禧逵绘,陆禧逵,绘,,,,,,,,,,,,,辽宁美术出版社,沈阳,,1960,60,50,,,Flagged_Author_Core_(n)=1,Ref004: 354,0.19,
展翅高飞,展翅高飞,,王文灿改编、邢子云绘,王文灿改编、邢子云绘,,王文灿改编,王文灿,改编,邢子云绘,邢子云,绘,,,,,,,,,,,,,,,,辽宁美术出版社,沈阳,,1960,60,38,,,,Ref004: 354,0.14,
真孔明与小霸王,真孔明与小霸王,,齐岳改编、邢子云绘,齐岳改编、邢子云绘,,齐岳改编,齐岳,改编,邢子云绘,邢子云,绘,,,,,,,,,,,,,,,,辽宁美术出版社,沈阳,,1960,60,10,,,,Ref004: 354,0.07,
铁道上的暗礁,铁道上的暗礁,,徐景改编、郁芷芳绘图,徐景改编、郁芷芳绘图,,徐景改编,徐景,改编,郁芷芳绘图,郁芷芳,绘图,,,,,,,,,,,,,,,,辽宁美术出版社,沈阳,,1960,60,85,,,,Ref004: 354,0.2,
第三件棉袄,第三件棉袄,,何国忠、何津津改编、茹民康绘,何国忠、何津津改编、茹民康绘,,何国忠,何国忠,,何津津改编,何津津,改编,茹民康绘,茹民康,绘,,,,,,,,,,,,,辽宁美术出版社,沈阳,,1960,60,20,,,,Ref004: 354,0.18,
婆婆们的笑声,婆婆们的笑声,,何泥改编、周玉满绘,何泥改编、周玉满绘,,何泥改编,何泥,改编,周玉满绘,周玉满,绘,,,,,,,,,,,,,,,,辽宁美术出版社,沈阳,,1960,60,,,,,Ref004: 354,0.1,
尉迟恭装疯,尉迟恭装疯,,张光炎改编、薛企荧绘,张光炎改编、薛企荧绘,,张光炎改编,张光炎,改编,薛企荧绘,薛企荧,绘,,,,,,,,,,,,,,,,辽宁美术出版社,沈阳,,1960,60,90,,,,Ref004: 354,0.13,
深翻,深翻,,周洪达改编、李学忠绘,周洪达改编、李学忠绘,,周洪达改编,周洪达,改编,李学忠绘,李学忠,绘,,,,,,,,,,,,,,,,辽宁美术出版社,沈阳,,1960,60,20,,,,Ref004: 354,0.09,
深水里的战斗,深水里的战斗,,郭宝改编、锡麟绘,郭宝改编、锡麟绘,,郭宝改编,郭宝,改编,锡麟绘,锡麟,绘,,,,,,,,,,,,,,,,辽宁美术出版社,沈阳,,1960,60,90,,,Flagged_Author_Core_(n)=1,Ref004: 354,0.18,
敢想敢干的徐祖英,敢想敢干的徐祖英,,石梦、鼎华改编、华惠庆绘,石梦、鼎华改编、华惠庆绘,,石梦,石梦,,鼎华改编,鼎华,改编,华惠庆绘,华惠庆,绘,,,,,,,,,,,,,辽宁美术出版社,沈阳,,1960,60,10,,,Flagged_Author_Core_(n)=2,Ref004: 354,0.1,
野火春风斗古城,野火春风斗古城,,辽东雁改编、孙大均绘图,辽东雁改编、孙大均绘图,,辽东雁改编,辽东雁,改编,孙大均绘图,孙大均,绘图,,,,,,,,,,,,,,,,辽宁美术出版社,沈阳,,1960,60,160,,,,Ref004: 354,0.33,
雪夜轻骑,雪夜轻骑,,齐岳、宋文光改编、金铭绘,齐岳、宋文光改编、金铭绘,,齐岳,齐岳,,宋文光改编,宋文光,改编,金铭绘,金铭,绘,,,,,,,,,,,,,辽宁美术出版社,沈阳,,1960,60,75,,,Flagged_Author_Core_(n)=3,Ref004: 354,0.13,
雪天,雪天,,张永新、陈曦光编绘,张永新、陈曦光编绘,,张永新,张永新,,陈曦光编绘,陈曦光,编绘,,,,,,,,,,,,,,,,辽宁美术出版社,沈阳,,1960,60,,,,,Ref004: 354,0.11,
雪地上的血脚印,雪地上的血脚印,,李春良编、陈林绘,李春良编、陈林绘,,李春良编,李春良,编,陈林绘,陈林,绘,,,,,,,,,,,,,,,,辽宁美术出版社,沈阳,9,1960,,,,,,Ref004: 354,0.15,
落翮山,落翮山,,丁善葆改编、朱丹枫绘,丁善葆改编、朱丹枫绘,,丁善葆改编,丁善葆,改编,朱丹枫绘,朱丹枫,绘,,,,,,,,,,,,,,,,辽宁美术出版社,沈阳,,1960,60,32,,,,Ref004: 354,0.12,
葛成,葛成,,南风改编、范志泉绘,南风改编、范志泉绘,,南风改编,南风,改编,范志泉绘,范志泉,绘,,,,,,,,,,,,,,,,辽宁美术出版社,沈阳,,1960,60,60,,,Flagged_Author_Core_(n)=1,Ref004: 354,0.17,
栖梧山,栖梧山,,黄冠岳改编、汪剑虹绘,黄冠岳改编、汪剑虹绘,,黄冠岳改编,黄冠岳,改编,汪剑虹绘,汪剑虹,绘,,,,,,,,,,,,,,,,辽宁美术出版社,沈阳,,1960,60,25,,,,Ref004: 354,0.16,
蒋焕章的故事,蒋焕章的故事,,张永治、王文灿改编、张剑维绘,张永治、王文灿改编、张剑维绘,,张永治,张永治,,王文灿改编,王文灿,改编,张剑维绘,张剑维,绘,,,,,,,,,,,,,辽宁美术出版社,沈阳,,1960,60,45,,,,Ref004: 354,0.23,
越扑越旺的烈火,越扑越旺的烈火,,林间改编、张宇绘,林间改编、张宇绘,,林间改编,林间,改编,张宇绘,张宇,绘,,,,,,,,,,,,,,,,辽宁美术出版社,沈阳,,1960,60,65,,,,Ref004: 354,0.27,
紫凌宫,紫凌宫,,郑沁园改编、黄子晞、苏云绘,郑沁园改编、黄子晞、苏云绘,,郑沁园改编,郑沁园,改编,黄子晞,黄子晞,,苏云绘,苏云,绘,,,,,,,,,,,,,辽宁美术出版社,沈阳,,1960,60,85,,,Flagged_Author_Core_(n)=3,Ref004: 354,0.21,
满门秀才,满门秀才,,吉辉改编、李子纯绘,吉辉改编、李子纯绘,,吉辉改编,吉辉,改编,李子纯绘,李子纯,绘,,,,,,,,,,,,,,,,辽宁美术出版社,沈阳,,1960,60,,,,Flagged_Author_Core_(n)=1,Ref004: 354,0.12,
廉吏风,廉吏风,,倪志英改编、陈丹旭绘,倪志英改编、陈丹旭绘,,倪志英改编,倪志英,改编,陈丹旭绘,陈丹旭,绘,,,,,,,,,,,,,,,,辽宁美术出版社,沈阳,,1960,60,72,,,,Ref004: 354,0.14,
蓝色包裹,蓝色包裹,,滕箕改编、瞿有衡绘,滕箕改编、瞿有衡绘,,滕箕改编,滕箕,改编,瞿有衡绘,瞿有衡,绘,,,,,,,,,,,,,,,,辽宁美术出版社,沈阳,,1960,60,90,,,,Ref004: 354,0.23,
粮食采购队,粮食采购队,,水曲辰改编、冯吉令、韩伍绘,水曲辰改编、冯吉令、韩伍绘,,水曲辰改编,水曲辰,改编,冯吉令,冯吉令,,韩伍绘,韩伍,绘,,,,,,,,,,,,,辽宁美术出版社,沈阳,,1960,60,60,,,,Ref004: 354,0.24,
"""瘟神""现形记","""瘟神""现形记",,鲁迅美术学院、辽宁美术出版社编绘,鲁迅美术学院、辽宁美术出版社编绘,,鲁迅美术学院,鲁迅美术学院,,辽宁美术出版社编绘,辽宁美术出版社,编绘,,,,,,,,,,,,,,,,辽宁美术出版社,沈阳,,1960,60,,,,,Ref004: 354,0.1,
嘎拉渡口,嘎拉渡口,,宋文光改编、杨国藩绘,宋文光改编、杨国藩绘,,宋文光改编,宋文光,改编,杨国藩绘,杨国藩,绘,,,,,,,,,,,,,,,,辽宁美术出版社,沈阳,,1960,60,70,,,,Ref004: 354,0.16,
踏平怒海万顷浪,踏平怒海万顷浪,,徐植改编、吕连生绘图,徐植改编、吕连生绘图,,徐植改编,徐植,改编,吕连生绘图,吕连生,绘图,,,,,,,,,,,,,,,,辽宁美术出版社,沈阳,,1960,60,,,,Flagged_Author_Core_(n)=1,Ref004: 354,0.12,
摩雅傣,摩雅傣,,吕大安改编、望平、久华绘,吕大安改编、望平、久华绘,,吕大安改编,吕大安,改编,望平,望平,,久华绘,久华,绘,,,,,,,,,,,,,辽宁美术出版社,沈阳,,1960,60,60,,,Flagged_Author_Core_(n)=3,Ref004: 354,0.22,
瞎眼爷爷的一生,瞎眼爷爷的一生,,朱文姬改编、陈曼倩绘图,朱文姬改编、陈曼倩绘图,,朱文姬改编,朱文姬,改编,陈曼倩绘图,陈曼倩,绘图,,,,,,,,,,,,,,,,辽宁美术出版社,沈阳,,1960,60,,,,,Ref004: 354,0.12,
鹰之歌,鹰之歌,,宋文光改编、锡麟绘,宋文光改编、锡麟绘,,宋文光改编,宋文光,改编,锡麟绘,锡麟,绘,,,,,,,,,,,,,,,,辽宁美术出版社,沈阳,,1960,60,57,,,,Ref004: 354,0.15,
25号接头点,25号接头点,,公宣编绘,公宣编绘,,公宣编绘,公宣,编绘,,,,,,,,,,,,,,,,,,,吉林人民出版社,长春,,1960,60,30,,,,Ref004: 354,0.15,
卫生大娘（经折装）,卫生大娘,（经折装）,王锡类编文、李国衡画,王锡类编文、李国衡画,,王锡类编文,王锡类,编文,李国衡画,李国衡,画,,,,,,,,,,,,,,,,吉林人民出版社,长春,,1960,60,9,,,,Ref004: 354,0.04,
电侦盘上的蓝点,电侦盘上的蓝点,,列兵、向群改编、张正贵画,列兵、向群改编、张正贵画,,列兵,列兵,,向群改编,向群,改编,张正贵画,张正贵,画,,,,,,,,,,,,,吉林人民出版社,长春,,1960,60,35,,,,Ref004: 355,0.18,
兄弟擂台,兄弟擂台,,朱芝改编、瞿谷寒画,朱芝改编、瞿谷寒画,,朱芝改编,朱芝,改编,瞿谷寒画,瞿谷寒,画,,,,,,,,,,,,,,,,吉林人民出版社,长春,,1960,60,30,,,Flagged_Author_Core_(n)=1,Ref004: 355,0.13,
边寨女教师,边寨女教师,,苏敦勇改编、安学贵画,苏敦勇改编、安学贵画,,苏敦勇改编,苏敦勇,改编,安学贵画,安学贵,画,,,,,,,,,,,,,,,,吉林人民出版社,长春,,1960,60,,,,,Ref004: 355,0.14,
红专会计（经折装）,红专会计,（经折装）,长春市文学艺术联合会编、陈忠良编文、朱松年绘图,长春市文学艺术联合会编、陈忠良编文、朱松年绘图,,长春市文学艺术联合会编,长春市文学艺术联合会,编,陈忠良编文,陈忠良,编文,朱松年绘图,朱松年,绘图,,,,,,,,,,,,,吉林人民出版社,长春,,1960,60,5,,,,Ref004: 355,0.06,
红色接生员（经折装）,红色接生员,（经折装）,王春阳编文、颂红画,王春阳编文、颂红画,,王春阳编文,王春阳,编文,颂红画,颂红,画,,,,,,,,,,,,,,,,吉林人民出版社,长春,,1960,60,9,,,Flagged_Author_Core_(n)=2,Ref004: 355,0.04,
红色民师（经折装）,红色民师,（经折装）,王里编文、颂红画,王里编文、颂红画,,王里编文,王里,编文,颂红画,颂红,画,,,,,,,,,,,,,,,,吉林人民出版社,长春,,1960,60,,,,Flagged_Author_Core_(n)=2,Ref004: 355,0.04,
红旗处处飘,红旗处处飘,,顾默予改编、朱松年等画,顾默予改编、朱松年等画,,顾默予改编,顾默予,改编,朱松年等画,朱松年,画,等画,等,画,,,,,,,,,,,,,吉林人民出版社,长春,,1960,60,60,,,,Ref004: 355,0.22,
青林密信,青林密信,,顾默予改编、李超雄画,顾默予改编、李超雄画,,顾默予改编,顾默予,改编,李超雄画,李超雄,画,,,,,,,,,,,,,,,,吉林人民出版社,长春,,1960,60,,,,,Ref004: 355,0.18,
夜闹白龙背,夜闹白龙背,,吴能改编、章贵征画,吴能改编、章贵征画,,吴能改编,吴能,改编,章贵征画,章贵征,画,,,,,,,,,,,,,,,,吉林人民出版社,长春,,1960,60,,,,Flagged_Author_Core_(n)=1,Ref004: 355,0.14,
连环计,连环计,,龙才改编、王乃侯画,龙才改编、王乃侯画,,龙才改编,龙才,改编,王乃侯画,王乃侯,画,,,,,,,,,,,,,,,,吉林人民出版社,长春,,1960,60,28,,,Flagged_Author_Core_(n)=1,Ref004: 355,0.14,
食堂一日（经折装）,食堂一日,（经折装）,长春市文学艺术联合会编、叶德本编文、肇玉厚绘图,长春市文学艺术联合会编、叶德本编文、肇玉厚绘图,,长春市文学艺术联合会编,长春市文学艺术联合会,编,叶德本编文,叶德本,编文,肇玉厚绘图,肇玉厚,绘图,,,,,,,,,,,,,吉林人民出版社,长春,,1960,60,5,,,,Ref004: 355,0.06,
食堂无限好（经折装）,食堂无限好,（经折装）,长春市文学艺术联合会编、高帆编文、蚁美楷绘图,长春市文学艺术联合会编、高帆编文、蚁美楷绘图,,长春市文学艺术联合会编,长春市文学艺术联合会,编,高帆编文,高帆,编文,蚁美楷绘图,蚁美楷,绘图,,,,,,,,,,,,,吉林人民出版社,长春,,1960,60,5,,,,Ref004: 355,0.06,
养猪迷（经折装）,养猪迷,（经折装）,姚缘野编、孙文锋、马腾骥画,姚缘野编、孙文锋、马腾骥画,,姚缘野编,姚缘野,编,孙文锋,孙文锋,,马腾骥画,马腾骥,画,,,,,,,,,,,,,吉林人民出版社,长春,,1960,60,50,,,,Ref004: 355,0.06,
养小猪,养小猪,,吴菲改编、郭云鹏、王羽画,吴菲改编、郭云鹏、王羽画,,吴菲改编,吴菲,改编,郭云鹏,郭云鹏,,王羽画,王羽,画,,,,,,,,,,,,,吉林人民出版社,长春,,1960,60,30,,,Flagged_Author_Core_(n)=3,Ref004: 355,0.15,
铁人巧手（经折装）,铁人巧手,（经折装）,李贤祖编、肇玉厚画,李贤祖编、肇玉厚画,,李贤祖编,李贤祖,编,肇玉厚画,肇玉厚,画,,,,,,,,,,,,,,,,吉林人民出版社,长春,,1960,60,50,,,,Ref004: 355,0.06,
黑岗事件,黑岗事件,,曲秉义改编、肇玉厚画,曲秉义改编、肇玉厚画,,曲秉义改编,曲秉义,改编,肇玉厚画,肇玉厚,画,,,,,,,,,,,,,,,,吉林人民出版社,长春,,1960,60,30,,,,Ref004: 355,0.13,
为了一个工人的生命,为了一个工人的生命,,延边人民出版社编,延边人民出版社编,,延边人民出版社编,延边人民出版社,编,,,,,,,,,,,,,,,,,,,延边人民出版社,延吉,,1960,60,,,,,Ref004: 355,0.14,
红色医生李贡,红色医生李贡,,延边人民出版社编,延边人民出版社编,,延边人民出版社编,延边人民出版社,编,,,,,,,,,,,,,,,,,,,延边人民出版社,延吉,,1960,60,,,,,Ref004: 355,0.1,
一张地图,一张地图,,彩云编、一女绘,彩云编、一女绘,,彩云编,彩云,编,一女绘,一女,绘,,,,,,,,,,,,,,,,龙美,,11,1960,60,,,,Flagged_Author_Core_(n)=2,Ref004: 355,0.14,
龙泉山,龙泉山,,孙军、孟英改编、许心华、曹铭勋绘,孙军、孟英改编、许心华、曹铭勋绘,,孙军,孙军,,孟英改编,孟英,改编,许心华,许心华,,曹铭勋绘,曹铭勋,绘,,,,,,,,,,黑龙江美术出版社,哈尔滨,,1960,60,35.1,,,,Ref004: 355,0.16,
在滨绥线上,在滨绥线上,,关胜武编、傅洪生绘,关胜武编、傅洪生绘,,关胜武编,关胜武,编,傅洪生绘,傅洪生,绘,,,,,,,,,,,,,,,,龙美,,10,1960,60,,,,,Ref004: 355,0.14,
回到金日成伯伯那里去,回到金日成伯伯那里去,,衣羊编、袁双印绘,衣羊编、袁双印绘,,衣羊编,衣羊,编,袁双印绘,袁双印,绘,,,,,,,,,,,,,,,,龙美,,1,1960,60,,,,Flagged_Author_Core_(n)=1,Ref004: 355,0.18,
找幸福,找幸福,,彩云改编、刘伟画,彩云改编、刘伟画,,彩云改编,彩云,改编,刘伟画,刘伟,画,,,,,,,,,,,,,,,,黑龙江美术出版社,哈尔滨,,1960,60,40,,,,Ref004: 355,0.15,
夜袭金门岛,夜袭金门岛,,张川编、贾世仁画,张川编、贾世仁画,,张川编,张川,编,贾世仁画,贾世仁,画,,,,,,,,,,,,,,,,黑龙江美术出版社,哈尔滨,,1960,60,45,,,Flagged_Author_Core_(n)=1,Ref004: 355,0.18,
草原骑踪（上）,草原骑踪,（上）,陶同改编、王纯信画,陶同改编、王纯信画,,陶同改编,陶同,改编,王纯信画,王纯信,画,,,,,,,,,,,,,,,,黑龙江美术出版社,哈尔滨,,1960,60,60,,,,Ref004: 355,0.17,
药草山,药草山,,孙军、孟英改编、马静岩绘,孙军、孟英改编、马静岩绘,,孙军,孙军,,孟英改编,孟英,改编,马静岩绘,马静岩,绘,,,,,,,,,,,,,黑龙江美术出版社,哈尔滨,,1960,60,50,,,,Ref004: 355,0.16,
指挥敌人打敌人,指挥敌人打敌人,,刘书亭改编、傅朋志画,刘书亭改编、傅朋志画,,刘书亭改编,刘书亭,改编,傅朋志画,傅朋志,画,,,,,,,,,,,,,,,,黑龙江美术出版社,哈尔滨,,1960,60,30,,,,Ref004: 355,0.15,
难忘的友谊,难忘的友谊,,陶周编、崔振环绘,陶周编、崔振环绘,,陶周编,陶周,编,崔振环绘,崔振环,绘,,,,,,,,,,,,,,,,黑龙江美术出版社,哈尔滨,12,1960,60,400,,,Flagged_Author_Core_(n)=1,Ref004: 355,0.15,
一件羊皮袄,一件羊皮袄,,江苏文艺出版社改编、陈烟帆绘,江苏文艺出版社改编、陈烟帆绘,,江苏文艺出版社改编,江苏文艺出版社,改编,陈烟帆绘,陈烟帆,绘,,,,,,,,,,,,,,,,江苏文艺,,,1960,60,15,,,,Ref004: 355,0.07,
一个小报务员,一个小报务员,,成皿改编、范志泉画,成皿改编、范志泉画,,成皿改编,成皿,改编,范志泉画,范志泉,画,,,,,,,,,,,,,,,,江苏文艺,,,1960,60,10,,,,Ref004: 355,0.12,
乡邮员李虎天,乡邮员李虎天,,钟志坚改编、周光中绘画,钟志坚改编、周光中绘画,,钟志坚改编,钟志坚,改编,周光中绘画,周光中,绘画,,,,,,,,,,,,,,,,江苏文艺,,,1960,60,4,,,,Ref004: 355,0.1,
夫妻打赌,夫妻打赌,,江苏文艺出版社改编、瞿有衡绘,江苏文艺出版社改编、瞿有衡绘,,江苏文艺出版社改编,江苏文艺出版社,改编,瞿有衡绘,瞿有衡,绘,,,,,,,,,,,,,,,,江苏文艺,,,1960,60,15,,,,Ref004: 355,0.07,
不是争工分,不是争工分,,屈泥改编、沈鸿如绘,屈泥改编、沈鸿如绘,,屈泥改编,屈泥,改编,沈鸿如绘,沈鸿如,绘,,,,,,,,,,,,,,,,江苏文艺,,,1960,60,15,,,Flagged_Author_Core_(n)=1,Ref004: 355,0.08,
火烧震东市,火烧震东市,,泰兴县京剧团集体创作、泰兴县京剧团演出、江苏文艺出版社摄影,泰兴县京剧团集体创作、泰兴县京剧团演出、江苏文艺出版社摄影,,泰兴县京剧团集体创作,泰兴县京剧团,集体创作,泰兴县京剧团演出,泰兴县京剧团,演出,江苏文艺出版社摄影,江苏文艺出版社,摄影,,,,,,,,,,,,,江苏文艺,,,1960,60,45,,,,Ref004: 355,0.2,
长江游击队,长江游击队,,韦人原著、扬州市扬剧二团演出、江苏文艺出版社摄影,韦人原著、扬州市扬剧二团演出、江苏文艺出版社摄影,,韦人原著,韦人,原著,扬州市扬剧二团演出,扬州市扬剧二团,演出,江苏文艺出版社摄影,江苏文艺出版社,摄影,,,,,,,,,,,,,江苏文艺,,,1960,60,30,,,Flagged_Author_Core_(n)=1,Ref004: 355,0.17,
风雪祁连山,风雪祁连山,,鲁依改编、兰州市越剧团演出,鲁依改编、兰州市越剧团演出,,鲁依改编,鲁依,改编,兰州市越剧团演出,兰州市越剧团,演出,,,,,,,,,,,,,,,,江苏文艺,,,1960,60,22,,,Flagged_Author_Core_(n)=1,Ref004: 356,0.15,
"车逻镇""访友""","车逻镇""访友""",,徐珣改编、程修绘,徐珣改编、程修绘,,徐珣改编,徐珣,改编,程修绘,程修,绘,,,,,,,,,,,,,,,,江苏文艺,,,1960,60,10,,,,Ref004: 356,0.09,
生命的摇篮,生命的摇篮,,胡毓麟改编、费龙翔绘,胡毓麟改编、费龙翔绘,,胡毓麟改编,胡毓麟,改编,费龙翔绘,费龙翔,绘,,,,,,,,,,,,,,,,江苏文艺,,,1960,60,3.2,,,,Ref004: 356,0.27,
打乾隆,打乾隆,,江苏省剧目工作委员会镇江市分会整理、镇江市京剧团演出、江瑞安摄影,江苏省剧目工作委员会镇江市分会整理、镇江市京剧团演出、江瑞安摄影,,江苏省剧目工作委员会镇江市分会整理,江苏省剧目工作委员会镇江市分会,整理,镇江市京剧团演出,镇江市京剧团,演出,江瑞安摄影,江瑞安,摄影,,,,,,,,,,,,,江苏文艺,,,1960,60,,,,,Ref004: 356,0.12,
红旗初飘,红旗初飘,,金羽改编、南京市越剧二团演出、江苏文艺出版社摄影,金羽改编、南京市越剧二团演出、江苏文艺出版社摄影,,金羽改编,金羽,改编,南京市越剧二团演出,南京市越剧二团,演出,江苏文艺出版社摄影,江苏文艺出版社,摄影,,,,,,,,,,,,,江苏文艺,,,1960,60,25,,,,Ref004: 356,0.2,
闯王起义,闯王起义,,行先改编、曹同煜画,行先改编、曹同煜画,,行先改编,行先,改编,曹同煜画,曹同煜,画,,,,,,,,,,,,,,,,江苏文艺,,,1960,60,40,,,,Ref004: 356,0.14,
芙蓉花开,芙蓉花开,,任子龙改编、武进县锡剧团演出,任子龙改编、武进县锡剧团演出,,任子龙改编,任子龙,改编,武进县锡剧团演出,武进县锡剧团,演出,,,,,,,,,,,,,,,,江苏文艺,,,1960,60,26,,,,Ref004: 356,0.19,
旱地稻花香,旱地稻花香,,吴寄尘改编、江苏省淮剧团演出,吴寄尘改编、江苏省淮剧团演出,,吴寄尘改编,吴寄尘,改编,江苏省淮剧团演出,江苏省淮剧团,演出,,,,,,,,,,,,,,,,江苏文艺,,,1960,60,10,,,,Ref004: 356,0.16,
苦菜花,苦菜花,,镇江市扬剧团集体编导、姜松山执笔、镇江市扬剧团演出、江瑞安摄影,镇江市扬剧团集体编导、姜松山执笔、镇江市扬剧团演出、江瑞安摄影,,镇江市扬剧团集体编导,镇江市扬剧团集体,编导,姜松山执笔,姜松山,执笔,镇江市扬剧团演出,镇江市扬剧团,演出,江瑞安摄影,江瑞安,摄影,,,,,,,,,,江苏文艺,,,1960,60,20,,,,Ref004: 356,0.16,
屈原,屈原,,郭沫若原著、苏州专区锡剧团演出、江瑞安摄影,郭沫若原著、苏州专区锡剧团演出、江瑞安摄影,,郭沫若原著,郭沫若,原著,苏州专区锡剧团演出,苏州专区锡剧团,演出,江瑞安摄影,江瑞安,摄影,,,,,,,,,,,,,江苏文艺,,,1960,60,,,,,Ref004: 356,0.19,
炊事员小李,炊事员小李,,胡长江著、柴庆松绘,胡长江著、柴庆松绘,,胡长江著,胡长江,著,柴庆松绘,柴庆松,绘,,,,,,,,,,,,,,,,江苏文艺,,,1960,60,5,,,,Ref004: 356,0.1,
养牛的人,养牛的人,,江苏文艺出版社改编、姚延林绘,江苏文艺出版社改编、姚延林绘,,江苏文艺出版社改编,江苏文艺出版社,改编,姚延林绘,姚延林,绘,,,,,,,,,,,,,,,,江苏文艺,,,1960,60,15,,,,Ref004: 356,0.08,
费吉卡,费吉卡,,苏敦勇改编、潘晋华、沈鸿如绘,苏敦勇改编、潘晋华、沈鸿如绘,,苏敦勇改编,苏敦勇,改编,潘晋华,潘晋华,,沈鸿如绘,沈鸿如,绘,,,,,,,,,,,,,江苏文艺,,,1960,60,,,,,Ref004: 356,0.12,
将军当兵,将军当兵,,青四编文、范远鹏绘,青四编文、范远鹏绘,,青四编文,青四,编文,范远鹏绘,范远鹏,绘,,,,,,,,,,,,,,,,江苏文艺,,,1960,60,25,,,Flagged_Author_Core_(n)=1,Ref004: 356,0.1,
珍贵的新芽,珍贵的新芽,,赵永江改编、范志康绘,赵永江改编、范志康绘,,赵永江改编,赵永江,改编,范志康绘,范志康,绘,,,,,,,,,,,,,,,,江苏文艺,,,1960,60,3.1,,,,Ref004: 356,0.08,
